"date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_cluster","w_tm1","fomc_d","w_even","w_t2t4t6"
2015-07-07,0,0,0,1,0,0,0,82,0,14,0,0
2015-07-08,0,0,0,1,0,0,0,82,0,15,0,0
2015-07-09,0,0,0,1,0,0,0,82,0,16,0,0
2015-07-10,0,0,0,1,0,0,0,82,0,17,0,0
2015-07-13,0,0,0,1,0,0,0,83,0,18,0,0
2015-07-14,0,0,0,0,1,0,0,83,0,19,1,1
2015-07-15,0,0,0,0,1,0,0,83,0,20,1,1
2015-07-16,0,0,0,0,1,0,0,83,0,21,1,1
2015-07-17,0,0,0,0,1,0,0,83,0,22,1,1
2015-07-20,0,0,0,0,1,0,0,84,0,23,1,1
2015-07-21,0,0,0,0,0,0,0,84,1,-6,0,0
2015-07-22,0,0,0,0,0,0,0,84,1,-5,0,0
2015-07-23,0,0,0,0,0,0,0,84,1,-4,0,0
2015-07-24,0,0,0,0,0,0,0,84,1,-3,0,0
2015-07-27,0,0,0,0,0,0,0,85,1,-2,0,0
2015-07-28,1,0,0,0,0,0,0,85,0,-1,1,0
2015-07-29,1,0,0,0,0,0,0,85,0,0,1,0
2015-07-30,1,0,0,0,0,0,0,85,0,1,1,0
2015-07-31,1,0,0,0,0,0,0,85,0,2,1,0
2015-08-03,1,0,0,0,0,0,0,86,0,3,1,0
2015-08-04,0,1,0,0,0,0,0,86,0,4,0,0
2015-08-05,0,1,0,0,0,0,0,86,0,5,0,0
2015-08-06,0,1,0,0,0,0,0,86,0,6,0,0
2015-08-07,0,1,0,0,0,0,0,86,0,7,0,0
2015-08-10,0,1,0,0,0,0,0,87,0,8,0,0
2015-08-11,0,0,1,0,0,0,0,87,0,9,1,1
2015-08-12,0,0,1,0,0,0,0,87,0,10,1,1
2015-08-13,0,0,1,0,0,0,0,87,0,11,1,1
2015-08-14,0,0,1,0,0,0,0,87,0,12,1,1
2015-08-17,0,0,1,0,0,0,0,88,0,13,1,1
2015-08-18,0,0,0,1,0,0,0,88,0,14,0,0
2015-08-19,0,0,0,1,0,0,0,88,0,15,0,0
2015-08-20,0,0,0,1,0,0,0,88,0,16,0,0
2015-08-21,0,0,0,1,0,0,0,88,0,17,0,0
2015-08-24,0,0,0,1,0,0,0,89,0,18,0,0
2015-08-25,0,0,0,0,1,0,0,89,0,19,1,1
2015-08-26,0,0,0,0,1,0,0,89,0,20,1,1
2015-08-27,0,0,0,0,1,0,0,89,0,21,1,1
2015-08-28,0,0,0,0,1,0,0,89,0,22,1,1
2015-08-31,0,0,0,0,1,0,0,90,0,23,1,1
2015-09-01,0,0,0,0,0,1,0,90,0,24,0,0
2015-09-02,0,0,0,0,0,1,0,90,0,25,0,0
2015-09-03,0,0,0,0,0,1,0,90,0,26,0,0
2015-09-04,0,0,0,0,0,1,0,90,0,27,0,0
2015-09-07,0,0,0,0,0,1,0,91,0,28,0,0
2015-09-09,0,0,0,0,0,0,0,91,1,-6,0,0
2015-09-10,0,0,0,0,0,0,0,91,1,-5,0,0
2015-09-11,0,0,0,0,0,0,0,91,1,-4,0,0
2015-09-14,0,0,0,0,0,0,0,92,1,-3,0,0
2015-09-15,0,0,0,0,0,0,0,92,1,-2,0,0
2015-09-16,1,0,0,0,0,0,0,92,0,-1,1,0
2015-09-17,1,0,0,0,0,0,0,92,0,0,1,0
2015-09-18,1,0,0,0,0,0,0,92,0,1,1,0
2015-09-21,1,0,0,0,0,0,0,93,0,2,1,0
2015-09-22,1,0,0,0,0,0,0,93,0,3,1,0
2015-09-23,0,1,0,0,0,0,0,93,0,4,0,0
2015-09-24,0,1,0,0,0,0,0,93,0,5,0,0
2015-09-25,0,1,0,0,0,0,0,93,0,6,0,0
2015-09-28,0,1,0,0,0,0,0,94,0,7,0,0
2015-09-29,0,1,0,0,0,0,0,94,0,8,0,0
2015-09-30,0,0,1,0,0,0,0,94,0,9,1,1
2015-10-01,0,0,1,0,0,0,0,94,0,10,1,1
2015-10-02,0,0,1,0,0,0,0,94,0,11,1,1
2015-10-05,0,0,1,0,0,0,0,95,0,12,1,1
2015-10-06,0,0,1,0,0,0,0,95,0,13,1,1
2015-10-07,0,0,0,1,0,0,0,95,0,14,0,0
2015-10-08,0,0,0,1,0,0,0,95,0,15,0,0
2015-10-09,0,0,0,1,0,0,0,95,0,16,0,0
2015-10-12,0,0,0,1,0,0,0,96,0,17,0,0
2015-10-13,0,0,0,1,0,0,0,96,0,18,0,0
2015-10-14,0,0,0,0,1,0,0,96,0,19,1,1
2015-10-15,0,0,0,0,1,0,0,96,0,20,1,1
2015-10-16,0,0,0,0,1,0,0,96,0,21,1,1
2015-10-19,0,0,0,0,1,0,0,97,0,22,1,1
2015-10-20,0,0,0,0,0,0,0,97,1,-6,0,0
2015-10-21,0,0,0,0,0,0,0,97,1,-5,0,0
2015-10-22,0,0,0,0,0,0,0,97,1,-4,0,0
2015-10-23,0,0,0,0,0,0,0,97,1,-3,0,0
2015-10-26,0,0,0,0,0,0,0,98,1,-2,0,0
2015-10-27,1,0,0,0,0,0,0,98,0,-1,1,0
2015-10-28,1,0,0,0,0,0,0,98,0,0,1,0
2015-10-29,1,0,0,0,0,0,0,98,0,1,1,0
2015-10-30,1,0,0,0,0,0,0,98,0,2,1,0
2015-11-02,1,0,0,0,0,0,0,99,0,3,1,0
2015-11-03,0,1,0,0,0,0,0,99,0,4,0,0
2015-11-04,0,1,0,0,0,0,0,99,0,5,0,0
2015-11-05,0,1,0,0,0,0,0,99,0,6,0,0
2015-11-06,0,1,0,0,0,0,0,99,0,7,0,0
2015-11-09,0,1,0,0,0,0,0,100,0,8,0,0
2015-11-10,0,0,1,0,0,0,0,100,0,9,1,1
2015-11-11,0,0,1,0,0,0,0,100,0,10,1,1
2015-11-12,0,0,1,0,0,0,0,100,0,11,1,1
2015-11-13,0,0,1,0,0,0,0,100,0,12,1,1
2015-11-16,0,0,1,0,0,0,0,101,0,13,1,1
2015-11-17,0,0,0,1,0,0,0,101,0,14,0,0
2015-11-18,0,0,0,1,0,0,0,101,0,15,0,0
2015-11-19,0,0,0,1,0,0,0,101,0,16,0,0
2015-11-20,0,0,0,1,0,0,0,101,0,17,0,0
2015-11-23,0,0,0,1,0,0,0,102,0,18,0,0
2015-11-24,0,0,0,0,1,0,0,102,0,19,1,1
2015-11-25,0,0,0,0,1,0,0,102,0,20,1,1
2015-11-26,0,0,0,0,1,0,0,102,0,21,1,1
2015-11-27,0,0,0,0,1,0,0,102,0,22,1,1
2015-11-30,0,0,0,0,1,0,0,103,0,23,1,1
2015-12-01,0,0,0,0,0,1,0,103,0,24,0,0
2015-12-02,0,0,0,0,0,1,0,103,0,25,0,0
2015-12-03,0,0,0,0,0,1,0,103,0,26,0,0
2015-12-04,0,0,0,0,0,1,0,103,0,27,0,0
2015-12-07,0,0,0,0,0,1,0,104,0,28,0,0
2015-12-08,0,0,0,0,0,0,0,104,1,-6,0,0
2015-12-09,0,0,0,0,0,0,0,104,1,-5,0,0
2015-12-10,0,0,0,0,0,0,0,104,1,-4,0,0
2015-12-11,0,0,0,0,0,0,0,104,1,-3,0,0
2015-12-14,0,0,0,0,0,0,0,105,1,-2,0,0
2015-12-15,1,0,0,0,0,0,0,105,0,-1,1,0
2015-12-16,1,0,0,0,0,0,0,105,0,0,1,0
2015-12-17,1,0,0,0,0,0,0,105,0,1,1,0
2015-12-18,1,0,0,0,0,0,0,105,0,2,1,0
2015-12-21,1,0,0,0,0,0,0,106,0,3,1,0
2015-12-22,0,1,0,0,0,0,0,106,0,4,0,0
2015-12-23,0,1,0,0,0,0,0,106,0,5,0,0
2015-12-24,0,1,0,0,0,0,0,106,0,6,0,0
2015-12-25,0,1,0,0,0,0,0,106,0,7,0,0
2015-12-28,0,1,0,0,0,0,0,107,0,8,0,0
2015-12-29,0,0,1,0,0,0,0,107,0,9,1,1
2015-12-30,0,0,1,0,0,0,0,107,0,10,1,1
2015-12-31,0,0,1,0,0,0,0,107,0,11,1,1
2016-01-01,0,0,1,0,0,0,0,107,0,12,1,1
2016-01-04,0,0,1,0,0,0,0,108,0,13,1,1
2016-01-05,0,0,0,1,0,0,0,108,0,14,0,0
2016-01-06,0,0,0,1,0,0,0,108,0,15,0,0
2016-01-07,0,0,0,1,0,0,0,108,0,16,0,0
2016-01-08,0,0,0,1,0,0,0,108,0,17,0,0
2016-01-11,0,0,0,1,0,0,0,109,0,18,0,0
2016-01-12,0,0,0,0,1,0,0,109,0,19,1,1
2016-01-13,0,0,0,0,1,0,0,109,0,20,1,1
2016-01-14,0,0,0,0,1,0,0,109,0,21,1,1
2016-01-15,0,0,0,0,1,0,0,109,0,22,1,1
2016-01-18,0,0,0,0,1,0,0,110,0,23,1,1
2016-01-19,0,0,0,0,0,0,0,110,1,-6,0,0
2016-01-20,0,0,0,0,0,0,0,110,1,-5,0,0
2016-01-21,0,0,0,0,0,0,0,110,1,-4,0,0
2016-01-22,0,0,0,0,0,0,0,110,1,-3,0,0
2016-01-25,0,0,0,0,0,0,0,111,1,-2,0,0
2016-01-26,1,0,0,0,0,0,0,111,0,-1,1,0
2016-01-27,1,0,0,0,0,0,0,111,0,0,1,0
2016-01-28,1,0,0,0,0,0,0,111,0,1,1,0
2016-01-29,1,0,0,0,0,0,0,111,0,2,1,0
2016-02-01,1,0,0,0,0,0,0,112,0,3,1,0
2016-02-02,0,1,0,0,0,0,0,112,0,4,0,0
2016-02-03,0,1,0,0,0,0,0,112,0,5,0,0
2016-02-04,0,1,0,0,0,0,0,112,0,6,0,0
2016-02-05,0,1,0,0,0,0,0,112,0,7,0,0
2016-02-08,0,1,0,0,0,0,0,113,0,8,0,0
2016-02-09,0,0,1,0,0,0,0,113,0,9,1,1
2016-02-10,0,0,1,0,0,0,0,113,0,10,1,1
2016-02-11,0,0,1,0,0,0,0,113,0,11,1,1
2016-02-12,0,0,1,0,0,0,0,113,0,12,1,1
2016-02-15,0,0,1,0,0,0,0,114,0,13,1,1
2016-02-16,0,0,0,1,0,0,0,114,0,14,0,0
2016-02-17,0,0,0,1,0,0,0,114,0,15,0,0
2016-02-18,0,0,0,1,0,0,0,114,0,16,0,0
2016-02-19,0,0,0,1,0,0,0,114,0,17,0,0
2016-02-22,0,0,0,1,0,0,0,115,0,18,0,0
2016-02-23,0,0,0,0,1,0,0,115,0,19,1,1
2016-02-24,0,0,0,0,1,0,0,115,0,20,1,1
2016-02-25,0,0,0,0,1,0,0,115,0,21,1,1
2016-02-26,0,0,0,0,1,0,0,115,0,22,1,1
2016-02-29,0,0,0,0,1,0,0,116,0,23,1,1
2016-03-01,0,0,0,0,0,1,0,116,0,24,0,0
2016-03-02,0,0,0,0,0,1,0,116,0,25,0,0
2016-03-03,0,0,0,0,0,1,0,116,0,26,0,0
2016-03-04,0,0,0,0,0,1,0,116,0,27,0,0
2016-03-07,0,0,0,0,0,1,0,117,0,28,0,0
2016-03-08,0,0,0,0,0,0,0,117,1,-6,0,0
2016-03-09,0,0,0,0,0,0,0,117,1,-5,0,0
2016-03-10,0,0,0,0,0,0,0,117,1,-4,0,0
2016-03-11,0,0,0,0,0,0,0,117,1,-3,0,0
2016-03-14,0,0,0,0,0,0,0,118,1,-2,0,0
2016-03-15,1,0,0,0,0,0,0,118,0,-1,1,0
2016-03-16,1,0,0,0,0,0,0,118,0,0,1,0
2016-03-17,1,0,0,0,0,0,0,118,0,1,1,0
2016-03-18,1,0,0,0,0,0,0,118,0,2,1,0
2016-03-21,1,0,0,0,0,0,0,119,0,3,1,0
2016-03-22,0,1,0,0,0,0,0,119,0,4,0,0
2016-03-23,0,1,0,0,0,0,0,119,0,5,0,0
2016-03-24,0,1,0,0,0,0,0,119,0,6,0,0
2016-03-25,0,1,0,0,0,0,0,119,0,7,0,0
2016-03-28,0,1,0,0,0,0,0,120,0,8,0,0
2016-03-29,0,0,1,0,0,0,0,120,0,9,1,1
2016-03-30,0,0,1,0,0,0,0,120,0,10,1,1
2016-03-31,0,0,1,0,0,0,0,120,0,11,1,1
2016-04-01,0,0,1,0,0,0,0,120,0,12,1,1
2016-04-04,0,0,1,0,0,0,0,121,0,13,1,1
2016-04-05,0,0,0,1,0,0,0,121,0,14,0,0
2016-04-06,0,0,0,1,0,0,0,121,0,15,0,0
2016-04-07,0,0,0,1,0,0,0,121,0,16,0,0
2016-04-08,0,0,0,1,0,0,0,121,0,17,0,0
2016-04-11,0,0,0,1,0,0,0,122,0,18,0,0
2016-04-12,0,0,0,0,1,0,0,122,0,19,1,1
2016-04-13,0,0,0,0,1,0,0,122,0,20,1,1
2016-04-14,0,0,0,0,1,0,0,122,0,21,1,1
2016-04-15,0,0,0,0,1,0,0,122,0,22,1,1
2016-04-18,0,0,0,0,1,0,0,123,0,23,1,1
2016-04-19,0,0,0,0,0,0,0,123,1,-6,0,0
2016-04-20,0,0,0,0,0,0,0,123,1,-5,0,0
2016-04-21,0,0,0,0,0,0,0,123,1,-4,0,0
2016-04-22,0,0,0,0,0,0,0,123,1,-3,0,0
2016-04-25,0,0,0,0,0,0,0,124,1,-2,0,0
2016-04-26,1,0,0,0,0,0,0,124,0,-1,1,0
2016-04-27,1,0,0,0,0,0,0,124,0,0,1,0
2016-04-28,1,0,0,0,0,0,0,124,0,1,1,0
2016-04-29,1,0,0,0,0,0,0,124,0,2,1,0
2016-05-02,1,0,0,0,0,0,0,125,0,3,1,0
2016-05-03,0,1,0,0,0,0,0,125,0,4,0,0
2016-05-04,0,1,0,0,0,0,0,125,0,5,0,0
2016-05-05,0,1,0,0,0,0,0,125,0,6,0,0
2016-05-06,0,1,0,0,0,0,0,125,0,7,0,0
2016-05-09,0,1,0,0,0,0,0,126,0,8,0,0
2016-05-10,0,0,1,0,0,0,0,126,0,9,1,1
2016-05-11,0,0,1,0,0,0,0,126,0,10,1,1
2016-05-12,0,0,1,0,0,0,0,126,0,11,1,1
2016-05-13,0,0,1,0,0,0,0,126,0,12,1,1
2016-05-16,0,0,1,0,0,0,0,127,0,13,1,1
2016-05-17,0,0,0,1,0,0,0,127,0,14,0,0
2016-05-18,0,0,0,1,0,0,0,127,0,15,0,0
2016-05-19,0,0,0,1,0,0,0,127,0,16,0,0
2016-05-20,0,0,0,1,0,0,0,127,0,17,0,0
2016-05-23,0,0,0,1,0,0,0,128,0,18,0,0
2016-05-24,0,0,0,0,1,0,0,128,0,19,1,1
2016-05-25,0,0,0,0,1,0,0,128,0,20,1,1
2016-05-26,0,0,0,0,1,0,0,128,0,21,1,1
2016-05-27,0,0,0,0,1,0,0,128,0,22,1,1
2016-05-30,0,0,0,0,1,0,0,129,0,23,1,1
2016-05-31,0,0,0,0,0,1,0,129,0,24,0,0
2016-06-01,0,0,0,0,0,1,0,129,0,25,0,0
2016-06-02,0,0,0,0,0,1,0,129,0,26,0,0
2016-06-03,0,0,0,0,0,1,0,129,0,27,0,0
2016-06-06,0,0,0,0,0,1,0,130,0,28,0,0
2016-06-07,0,0,0,0,0,0,0,130,1,-6,0,0
2016-06-08,0,0,0,0,0,0,0,130,1,-5,0,0
2016-06-09,0,0,0,0,0,0,0,130,1,-4,0,0
2016-06-10,0,0,0,0,0,0,0,130,1,-3,0,0
2016-06-13,0,0,0,0,0,0,0,131,1,-2,0,0
2016-06-14,1,0,0,0,0,0,0,131,0,-1,1,0
2016-06-15,1,0,0,0,0,0,0,131,0,0,1,0
2016-06-16,1,0,0,0,0,0,0,131,0,1,1,0
2016-06-17,1,0,0,0,0,0,0,131,0,2,1,0
2016-06-20,1,0,0,0,0,0,0,132,0,3,1,0
2016-06-21,0,1,0,0,0,0,0,132,0,4,0,0
2016-06-22,0,1,0,0,0,0,0,132,0,5,0,0
2016-06-23,0,1,0,0,0,0,0,132,0,6,0,0
2016-06-24,0,1,0,0,0,0,0,132,0,7,0,0
2016-06-27,0,1,0,0,0,0,0,133,0,8,0,0
2016-06-28,0,0,1,0,0,0,0,133,0,9,1,1
2016-06-29,0,0,1,0,0,0,0,133,0,10,1,1
2016-06-30,0,0,1,0,0,0,0,133,0,11,1,1
2016-07-01,0,0,1,0,0,0,0,133,0,12,1,1
2016-07-04,0,0,1,0,0,0,0,134,0,13,1,1
2016-07-05,0,0,0,1,0,0,0,134,0,14,0,0
2016-07-06,0,0,0,1,0,0,0,134,0,15,0,0
2016-07-07,0,0,0,1,0,0,0,134,0,16,0,0
2016-07-08,0,0,0,1,0,0,0,134,0,17,0,0
2016-07-11,0,0,0,1,0,0,0,135,0,18,0,0
2016-07-12,0,0,0,0,1,0,0,135,0,19,1,1
2016-07-13,0,0,0,0,1,0,0,135,0,20,1,1
2016-07-14,0,0,0,0,1,0,0,135,0,21,1,1
2016-07-15,0,0,0,0,1,0,0,135,0,22,1,1
2016-07-18,0,0,0,0,1,0,0,136,0,23,1,1
2016-07-19,0,0,0,0,0,0,0,136,1,-6,0,0
2016-07-20,0,0,0,0,0,0,0,136,1,-5,0,0
2016-07-21,0,0,0,0,0,0,0,136,1,-4,0,0
2016-07-22,0,0,0,0,0,0,0,136,1,-3,0,0
2016-07-25,0,0,0,0,0,0,0,137,1,-2,0,0
2016-07-26,1,0,0,0,0,0,0,137,0,-1,1,0
2016-07-27,1,0,0,0,0,0,0,137,0,0,1,0
2016-07-28,1,0,0,0,0,0,0,137,0,1,1,0
2016-07-29,1,0,0,0,0,0,0,137,0,2,1,0
2016-08-01,1,0,0,0,0,0,0,138,0,3,1,0
2016-08-02,0,1,0,0,0,0,0,138,0,4,0,0
2016-08-03,0,1,0,0,0,0,0,138,0,5,0,0
2016-08-04,0,1,0,0,0,0,0,138,0,6,0,0
2016-08-05,0,1,0,0,0,0,0,138,0,7,0,0
2016-08-08,0,1,0,0,0,0,0,139,0,8,0,0
2016-08-09,0,0,1,0,0,0,0,139,0,9,1,1
2016-08-10,0,0,1,0,0,0,0,139,0,10,1,1
2016-08-11,0,0,1,0,0,0,0,139,0,11,1,1
2016-08-12,0,0,1,0,0,0,0,139,0,12,1,1
2016-08-15,0,0,1,0,0,0,0,140,0,13,1,1
2016-08-16,0,0,0,1,0,0,0,140,0,14,0,0
2016-08-17,0,0,0,1,0,0,0,140,0,15,0,0
2016-08-18,0,0,0,1,0,0,0,140,0,16,0,0
2016-08-19,0,0,0,1,0,0,0,140,0,17,0,0
2016-08-22,0,0,0,1,0,0,0,141,0,18,0,0
2016-08-23,0,0,0,0,1,0,0,141,0,19,1,1
2016-08-24,0,0,0,0,1,0,0,141,0,20,1,1
2016-08-25,0,0,0,0,1,0,0,141,0,21,1,1
2016-08-26,0,0,0,0,1,0,0,141,0,22,1,1
2016-08-29,0,0,0,0,1,0,0,142,0,23,1,1
2016-08-30,0,0,0,0,0,1,0,142,0,24,0,0
2016-08-31,0,0,0,0,0,1,0,142,0,25,0,0
2016-09-01,0,0,0,0,0,1,0,142,0,26,0,0
2016-09-02,0,0,0,0,0,1,0,142,0,27,0,0
2016-09-05,0,0,0,0,0,1,0,143,0,28,0,0
2016-09-06,0,0,0,0,0,0,1,143,0,29,1,1
2016-09-07,0,0,0,0,0,0,1,143,0,30,1,1
2016-09-08,0,0,0,0,0,0,1,143,0,31,1,1
2016-09-09,0,0,0,0,0,0,1,143,0,32,1,1
2016-09-12,0,0,0,0,0,0,1,144,0,33,1,1
2016-09-13,0,0,0,0,0,0,0,144,1,-6,0,0
2016-09-14,0,0,0,0,0,0,0,144,1,-5,0,0
2016-09-15,0,0,0,0,0,0,0,144,1,-4,0,0
2016-09-16,0,0,0,0,0,0,0,144,1,-3,0,0
2016-09-19,0,0,0,0,0,0,0,145,1,-2,0,0
2016-09-20,1,0,0,0,0,0,0,145,0,-1,1,0
2016-09-21,1,0,0,0,0,0,0,145,0,0,1,0
2016-09-22,1,0,0,0,0,0,0,145,0,1,1,0
2016-09-23,1,0,0,0,0,0,0,145,0,2,1,0
2016-09-26,1,0,0,0,0,0,0,146,0,3,1,0
2016-09-27,0,1,0,0,0,0,0,146,0,4,0,0
2016-09-28,0,1,0,0,0,0,0,146,0,5,0,0
2016-09-29,0,1,0,0,0,0,0,146,0,6,0,0
2016-09-30,0,1,0,0,0,0,0,146,0,7,0,0
2016-10-03,0,1,0,0,0,0,0,147,0,8,0,0
2016-10-04,0,0,1,0,0,0,0,147,0,9,1,1
2016-10-05,0,0,1,0,0,0,0,147,0,10,1,1
2016-10-06,0,0,1,0,0,0,0,147,0,11,1,1
2016-10-07,0,0,1,0,0,0,0,147,0,12,1,1
2016-10-10,0,0,1,0,0,0,0,148,0,13,1,1
2016-10-11,0,0,0,1,0,0,0,148,0,14,0,0
2016-10-12,0,0,0,1,0,0,0,148,0,15,0,0
2016-10-13,0,0,0,1,0,0,0,148,0,16,0,0
2016-10-14,0,0,0,1,0,0,0,148,0,17,0,0
2016-10-17,0,0,0,1,0,0,0,149,0,18,0,0
2016-10-18,0,0,0,0,1,0,0,149,0,19,1,1
2016-10-19,0,0,0,0,1,0,0,149,0,20,1,1
2016-10-20,0,0,0,0,1,0,0,149,0,21,1,1
2016-10-21,0,0,0,0,1,0,0,149,0,22,1,1
2016-10-24,0,0,0,0,1,0,0,150,0,23,1,1
2016-10-25,0,0,0,0,0,0,0,150,1,-6,0,0
2016-10-26,0,0,0,0,0,0,0,150,1,-5,0,0
2016-10-27,0,0,0,0,0,0,0,150,1,-4,0,0
2016-10-28,0,0,0,0,0,0,0,150,1,-3,0,0
2016-10-31,0,0,0,0,0,0,0,151,1,-2,0,0
2016-11-01,1,0,0,0,0,0,0,151,0,-1,1,0
2016-11-02,1,0,0,0,0,0,0,151,0,0,1,0
2016-11-03,1,0,0,0,0,0,0,151,0,1,1,0
2016-11-04,1,0,0,0,0,0,0,151,0,2,1,0
2016-11-07,1,0,0,0,0,0,0,152,0,3,1,0
2016-11-08,0,1,0,0,0,0,0,152,0,4,0,0
2016-11-09,0,1,0,0,0,0,0,152,0,5,0,0
2016-11-10,0,1,0,0,0,0,0,152,0,6,0,0
2016-11-11,0,1,0,0,0,0,0,152,0,7,0,0
2016-11-14,0,1,0,0,0,0,0,153,0,8,0,0
2016-11-15,0,0,1,0,0,0,0,153,0,9,1,1
2016-11-16,0,0,1,0,0,0,0,153,0,10,1,1
2016-11-17,0,0,1,0,0,0,0,153,0,11,1,1
2016-11-18,0,0,1,0,0,0,0,153,0,12,1,1
2016-11-21,0,0,1,0,0,0,0,154,0,13,1,1
2016-11-22,0,0,0,1,0,0,0,154,0,14,0,0
2016-11-23,0,0,0,1,0,0,0,154,0,15,0,0
2016-11-24,0,0,0,1,0,0,0,154,0,16,0,0
2016-11-25,0,0,0,1,0,0,0,154,0,17,0,0
2016-11-28,0,0,0,1,0,0,0,155,0,18,0,0
2016-11-29,0,0,0,0,1,0,0,155,0,19,1,1
2016-11-30,0,0,0,0,1,0,0,155,0,20,1,1
2016-12-01,0,0,0,0,1,0,0,155,0,21,1,1
2016-12-02,0,0,0,0,1,0,0,155,0,22,1,1
2016-12-05,0,0,0,0,1,0,0,156,0,23,1,1
2016-12-06,0,0,0,0,0,0,0,156,1,-6,0,0
2016-12-07,0,0,0,0,0,0,0,156,1,-5,0,0
2016-12-08,0,0,0,0,0,0,0,156,1,-4,0,0
2016-12-09,0,0,0,0,0,0,0,156,1,-3,0,0
2016-12-12,0,0,0,0,0,0,0,157,1,-2,0,0
2016-12-13,1,0,0,0,0,0,0,157,0,-1,1,0
2016-12-14,1,0,0,0,0,0,0,157,0,0,1,0
2016-12-15,1,0,0,0,0,0,0,157,0,1,1,0
2016-12-16,1,0,0,0,0,0,0,157,0,2,1,0
2016-12-19,1,0,0,0,0,0,0,158,0,3,1,0
2016-12-20,0,1,0,0,0,0,0,158,0,4,0,0
2016-12-21,0,1,0,0,0,0,0,158,0,5,0,0
2016-12-22,0,1,0,0,0,0,0,158,0,6,0,0
2016-12-23,0,1,0,0,0,0,0,158,0,7,0,0
2016-12-26,0,1,0,0,0,0,0,159,0,8,0,0
2016-12-27,0,0,1,0,0,0,0,159,0,9,1,1
2016-12-28,0,0,1,0,0,0,0,159,0,10,1,1
2016-12-29,0,0,1,0,0,0,0,159,0,11,1,1
2016-12-30,0,0,1,0,0,0,0,159,0,12,1,1
2017-01-02,0,0,1,0,0,0,0,160,0,13,1,1
2017-01-03,0,0,0,1,0,0,0,160,0,14,0,0
2017-01-04,0,0,0,1,0,0,0,160,0,15,0,0
2017-01-05,0,0,0,1,0,0,0,160,0,16,0,0
2017-01-06,0,0,0,1,0,0,0,160,0,17,0,0
2017-01-09,0,0,0,1,0,0,0,161,0,18,0,0
2017-01-10,0,0,0,0,1,0,0,161,0,19,1,1
2017-01-11,0,0,0,0,1,0,0,161,0,20,1,1
2017-01-12,0,0,0,0,1,0,0,161,0,21,1,1
2017-01-13,0,0,0,0,1,0,0,161,0,22,1,1
2017-01-16,0,0,0,0,1,0,0,162,0,23,1,1
2017-01-17,0,0,0,0,0,1,0,162,0,24,0,0
2017-01-18,0,0,0,0,0,1,0,162,0,25,0,0
2017-01-19,0,0,0,0,0,1,0,162,0,26,0,0
2017-01-20,0,0,0,0,0,1,0,162,0,27,0,0
2017-01-23,0,0,0,0,0,1,0,163,0,28,0,0
