"","date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_ge_t7"
"477",2019-05-21,0,0,0,1,0,0,0,0
"478",2019-05-22,0,0,0,1,0,0,0,0
"479",2019-05-23,0,0,0,1,0,0,0,0
"480",2019-05-24,0,0,0,1,0,0,0,0
"481",2019-05-25,0,0,0,1,0,0,0,0
"482",2019-05-26,0,0,0,1,0,0,0,0
"483",2019-05-27,0,0,0,1,0,0,0,0
"484",2019-05-28,0,0,0,0,1,0,0,0
"485",2019-05-29,0,0,0,0,1,0,0,0
"486",2019-05-30,0,0,0,0,1,0,0,0
"487",2019-05-31,0,0,0,0,1,0,0,0
"488",2019-06-01,0,0,0,0,1,0,0,0
"489",2019-06-02,0,0,0,0,1,0,0,0
"490",2019-06-03,0,0,0,0,1,0,0,0
"491",2019-06-04,0,0,0,0,0,1,0,0
"492",2019-06-05,0,0,0,0,0,1,0,0
"493",2019-06-06,0,0,0,0,0,1,0,0
"494",2019-06-07,0,0,0,0,0,1,0,0
"495",2019-06-08,0,0,0,0,0,1,0,0
"496",2019-06-09,0,0,0,0,0,1,0,0
"497",2019-06-10,0,0,0,0,0,1,0,0
"498",2019-06-11,0,0,0,0,0,0,1,0
"499",2019-06-12,0,0,0,0,0,0,1,0
"500",2019-06-13,0,0,0,0,0,0,1,0
"501",2019-06-14,0,0,0,0,0,0,1,0
"502",2019-06-15,0,0,0,0,0,0,1,0
"503",2019-06-16,0,0,0,0,0,0,1,0
"504",2019-06-17,0,0,0,0,0,0,1,0
"505",2019-06-18,1,0,0,0,0,0,0,0
"506",2019-06-19,1,0,0,0,0,0,0,0
"507",2019-06-20,1,0,0,0,0,0,0,0
"508",2019-06-21,1,0,0,0,0,0,0,0
"509",2019-06-22,1,0,0,0,0,0,0,0
"510",2019-06-23,1,0,0,0,0,0,0,0
"511",2019-06-24,1,0,0,0,0,0,0,0
"512",2019-06-25,0,1,0,0,0,0,0,0
"513",2019-06-26,0,1,0,0,0,0,0,0
"514",2019-06-27,0,1,0,0,0,0,0,0
"515",2019-06-28,0,1,0,0,0,0,0,0
"516",2019-06-29,0,1,0,0,0,0,0,0
"517",2019-06-30,0,1,0,0,0,0,0,0
"518",2019-07-01,0,1,0,0,0,0,0,0
"519",2019-07-02,0,0,1,0,0,0,0,0
"520",2019-07-03,0,0,1,0,0,0,0,0
"521",2019-07-04,0,0,1,0,0,0,0,0
"522",2019-07-05,0,0,1,0,0,0,0,0
"523",2019-07-06,0,0,1,0,0,0,0,0
"524",2019-07-07,0,0,1,0,0,0,0,0
"525",2019-07-08,0,0,1,0,0,0,0,0
"526",2019-07-09,0,0,0,1,0,0,0,0
"527",2019-07-10,0,0,0,1,0,0,0,0
"528",2019-07-11,0,0,0,1,0,0,0,0
"529",2019-07-12,0,0,0,1,0,0,0,0
"530",2019-07-13,0,0,0,1,0,0,0,0
"531",2019-07-14,0,0,0,1,0,0,0,0
"532",2019-07-15,0,0,0,1,0,0,0,0
"533",2019-07-16,0,0,0,0,1,0,0,0
"534",2019-07-17,0,0,0,0,1,0,0,0
"535",2019-07-18,0,0,0,0,1,0,0,0
"536",2019-07-19,0,0,0,0,1,0,0,0
"537",2019-07-20,0,0,0,0,1,0,0,0
"538",2019-07-21,0,0,0,0,1,0,0,0
"539",2019-07-22,0,0,0,0,1,0,0,0
"540",2019-07-23,0,0,0,0,0,1,0,0
"541",2019-07-24,0,0,0,0,0,1,0,0
"542",2019-07-25,0,0,0,0,0,1,0,0
"543",2019-07-26,0,0,0,0,0,1,0,0
"544",2019-07-27,0,0,0,0,0,1,0,0
"545",2019-07-28,0,0,0,0,0,1,0,0
"546",2019-07-29,0,0,0,0,0,1,0,0
"547",2019-07-30,1,0,0,0,0,0,0,0
"548",2019-07-31,1,0,0,0,0,0,0,0
"549",2019-08-01,1,0,0,0,0,0,0,0
"550",2019-08-02,1,0,0,0,0,0,0,0
"551",2019-08-03,1,0,0,0,0,0,0,0
"552",2019-08-04,1,0,0,0,0,0,0,0
"553",2019-08-05,1,0,0,0,0,0,0,0
"554",2019-08-06,0,1,0,0,0,0,0,0
"555",2019-08-07,0,1,0,0,0,0,0,0
"556",2019-08-08,0,1,0,0,0,0,0,0
"557",2019-08-09,0,1,0,0,0,0,0,0
"558",2019-08-10,0,1,0,0,0,0,0,0
"559",2019-08-11,0,1,0,0,0,0,0,0
"560",2019-08-12,0,1,0,0,0,0,0,0
"561",2019-08-13,0,0,1,0,0,0,0,0
"562",2019-08-14,0,0,1,0,0,0,0,0
"563",2019-08-15,0,0,1,0,0,0,0,0
"564",2019-08-16,0,0,1,0,0,0,0,0
"565",2019-08-17,0,0,1,0,0,0,0,0
"566",2019-08-18,0,0,1,0,0,0,0,0
"567",2019-08-19,0,0,1,0,0,0,0,0
"568",2019-08-20,0,0,0,1,0,0,0,0
"569",2019-08-21,0,0,0,1,0,0,0,0
"570",2019-08-22,0,0,0,1,0,0,0,0
"571",2019-08-23,0,0,0,1,0,0,0,0
"572",2019-08-24,0,0,0,1,0,0,0,0
"573",2019-08-25,0,0,0,1,0,0,0,0
"574",2019-08-26,0,0,0,1,0,0,0,0
"575",2019-08-27,0,0,0,0,1,0,0,0
"576",2019-08-28,0,0,0,0,1,0,0,0
"577",2019-08-29,0,0,0,0,1,0,0,0
"578",2019-08-30,0,0,0,0,1,0,0,0
"579",2019-08-31,0,0,0,0,1,0,0,0
"580",2019-09-01,0,0,0,0,1,0,0,0
"581",2019-09-02,0,0,0,0,1,0,0,0
"582",2019-09-03,0,0,0,0,0,1,0,0
"583",2019-09-04,0,0,0,0,0,1,0,0
"584",2019-09-05,0,0,0,0,0,1,0,0
"585",2019-09-06,0,0,0,0,0,1,0,0
"586",2019-09-07,0,0,0,0,0,1,0,0
"587",2019-09-08,0,0,0,0,0,1,0,0
"588",2019-09-09,0,0,0,0,0,1,0,0
"589",2019-09-10,0,0,0,0,0,0,1,0
"590",2019-09-11,0,0,0,0,0,0,1,0
"591",2019-09-12,0,0,0,0,0,0,1,0
"592",2019-09-13,0,0,0,0,0,0,1,0
"593",2019-09-14,0,0,0,0,0,0,1,0
"594",2019-09-15,0,0,0,0,0,0,1,0
"595",2019-09-16,0,0,0,0,0,0,1,0
"596",2019-09-17,1,0,0,0,0,0,0,0
"597",2019-09-18,1,0,0,0,0,0,0,0
"598",2019-09-19,1,0,0,0,0,0,0,0
"599",2019-09-20,1,0,0,0,0,0,0,0
"600",2019-09-21,1,0,0,0,0,0,0,0
"601",2019-09-22,1,0,0,0,0,0,0,0
"602",2019-09-23,1,0,0,0,0,0,0,0
"603",2019-09-24,0,1,0,0,0,0,0,0
"604",2019-09-25,0,1,0,0,0,0,0,0
"605",2019-09-26,0,1,0,0,0,0,0,0
"606",2019-09-27,0,1,0,0,0,0,0,0
"607",2019-09-28,0,1,0,0,0,0,0,0
"608",2019-09-29,0,1,0,0,0,0,0,0
"609",2019-09-30,0,1,0,0,0,0,0,0
"610",2019-10-01,0,0,1,0,0,0,0,0
"611",2019-10-02,0,0,1,0,0,0,0,0
"612",2019-10-03,0,0,1,0,0,0,0,0
"613",2019-10-04,1,0,0,0,0,0,0,0
"614",2019-10-05,1,0,0,0,0,0,0,0
"615",2019-10-06,1,0,0,0,0,0,0,0
"616",2019-10-07,1,0,0,0,0,0,0,0
"617",2019-10-08,1,0,0,0,0,0,0,0
"618",2019-10-09,1,0,0,0,0,0,0,0
"619",2019-10-10,1,0,0,0,0,0,0,0
"620",2019-10-11,0,1,0,0,0,0,0,0
"621",2019-10-12,0,1,0,0,0,0,0,0
"622",2019-10-13,0,1,0,0,0,0,0,0
"623",2019-10-14,0,1,0,0,0,0,0,0
"624",2019-10-15,0,1,0,0,0,0,0,0
"625",2019-10-16,0,1,0,0,0,0,0,0
"626",2019-10-17,0,1,0,0,0,0,0,0
"627",2019-10-18,0,0,1,0,0,0,0,0
"628",2019-10-19,0,0,1,0,0,0,0,0
"629",2019-10-20,0,0,1,0,0,0,0,0
"630",2019-10-21,0,0,1,0,0,0,0,0
"631",2019-10-22,0,0,1,0,0,0,0,0
"632",2019-10-23,0,0,1,0,0,0,0,0
"633",2019-10-24,0,0,1,0,0,0,0,0
"634",2019-10-25,0,0,0,1,0,0,0,0
"635",2019-10-26,0,0,0,1,0,0,0,0
"636",2019-10-27,0,0,0,1,0,0,0,0
"637",2019-10-28,0,0,0,1,0,0,0,0
"638",2019-10-29,1,0,0,0,0,0,0,0
"639",2019-10-30,1,0,0,0,0,0,0,0
"640",2019-10-31,1,0,0,0,0,0,0,0
"641",2019-11-01,1,0,0,0,0,0,0,0
"642",2019-11-02,1,0,0,0,0,0,0,0
"643",2019-11-03,1,0,0,0,0,0,0,0
"644",2019-11-04,1,0,0,0,0,0,0,0
"645",2019-11-05,0,1,0,0,0,0,0,0
"646",2019-11-06,0,1,0,0,0,0,0,0
"647",2019-11-07,0,1,0,0,0,0,0,0
"648",2019-11-08,0,1,0,0,0,0,0,0
"649",2019-11-09,0,1,0,0,0,0,0,0
"650",2019-11-10,0,1,0,0,0,0,0,0
"651",2019-11-11,0,1,0,0,0,0,0,0
"652",2019-11-12,0,0,1,0,0,0,0,0
"653",2019-11-13,0,0,1,0,0,0,0,0
"654",2019-11-14,0,0,1,0,0,0,0,0
"655",2019-11-15,0,0,1,0,0,0,0,0
"656",2019-11-16,0,0,1,0,0,0,0,0
"657",2019-11-17,0,0,1,0,0,0,0,0
"658",2019-11-18,0,0,1,0,0,0,0,0
"659",2019-11-19,0,0,0,1,0,0,0,0
"660",2019-11-20,0,0,0,1,0,0,0,0
"661",2019-11-21,0,0,0,1,0,0,0,0
"662",2019-11-22,0,0,0,1,0,0,0,0
"663",2019-11-23,0,0,0,1,0,0,0,0
"664",2019-11-24,0,0,0,1,0,0,0,0
"665",2019-11-25,0,0,0,1,0,0,0,0
"666",2019-11-26,0,0,0,0,1,0,0,0
"667",2019-11-27,0,0,0,0,1,0,0,0
"668",2019-11-28,0,0,0,0,1,0,0,0
"669",2019-11-29,0,0,0,0,1,0,0,0
"670",2019-11-30,0,0,0,0,1,0,0,0
"671",2019-12-01,0,0,0,0,1,0,0,0
"672",2019-12-02,0,0,0,0,1,0,0,0
"673",2019-12-03,0,0,0,0,0,1,0,0
"674",2019-12-04,0,0,0,0,0,1,0,0
"675",2019-12-05,0,0,0,0,0,1,0,0
"676",2019-12-06,0,0,0,0,0,1,0,0
"677",2019-12-07,0,0,0,0,0,1,0,0
"678",2019-12-08,0,0,0,0,0,1,0,0
"679",2019-12-09,0,0,0,0,0,1,0,0
"680",2019-12-10,1,0,0,0,0,0,0,0
"681",2019-12-11,1,0,0,0,0,0,0,0
"682",2019-12-12,1,0,0,0,0,0,0,0
"683",2019-12-13,1,0,0,0,0,0,0,0
"684",2019-12-14,1,0,0,0,0,0,0,0
"685",2019-12-15,1,0,0,0,0,0,0,0
"686",2019-12-16,1,0,0,0,0,0,0,0
"687",2019-12-17,0,1,0,0,0,0,0,0
"688",2019-12-18,0,1,0,0,0,0,0,0
"689",2019-12-19,0,1,0,0,0,0,0,0
"690",2019-12-20,0,1,0,0,0,0,0,0
"691",2019-12-21,0,1,0,0,0,0,0,0
"692",2019-12-22,0,1,0,0,0,0,0,0
"693",2019-12-23,0,1,0,0,0,0,0,0
"694",2019-12-24,0,0,1,0,0,0,0,0
"695",2019-12-25,0,0,1,0,0,0,0,0
"696",2019-12-26,0,0,1,0,0,0,0,0
"697",2019-12-27,0,0,1,0,0,0,0,0
"698",2019-12-28,0,0,1,0,0,0,0,0
"699",2019-12-29,0,0,1,0,0,0,0,0
"700",2019-12-30,0,0,1,0,0,0,0,0
"701",2019-12-31,0,0,0,1,0,0,0,0
"702",2020-01-01,0,0,0,1,0,0,0,0
"703",2020-01-02,0,0,0,1,0,0,0,0
"704",2020-01-03,0,0,0,1,0,0,0,0
"705",2020-01-04,0,0,0,1,0,0,0,0
"706",2020-01-05,0,0,0,1,0,0,0,0
"707",2020-01-06,0,0,0,1,0,0,0,0
"708",2020-01-07,0,0,0,0,1,0,0,0
"709",2020-01-08,0,0,0,0,1,0,0,0
"710",2020-01-09,0,0,0,0,1,0,0,0
"711",2020-01-10,0,0,0,0,1,0,0,0
"712",2020-01-11,0,0,0,0,1,0,0,0
"713",2020-01-12,0,0,0,0,1,0,0,0
"714",2020-01-13,0,0,0,0,1,0,0,0
"715",2020-01-14,0,0,0,0,0,1,0,0
"716",2020-01-15,0,0,0,0,0,1,0,0
"717",2020-01-16,0,0,0,0,0,1,0,0
"718",2020-01-17,0,0,0,0,0,1,0,0
"719",2020-01-18,0,0,0,0,0,1,0,0
"720",2020-01-19,0,0,0,0,0,1,0,0
"721",2020-01-20,0,0,0,0,0,1,0,0
"722",2020-01-21,0,0,0,0,0,0,1,0
"723",2020-01-22,0,0,0,0,0,0,1,0
"724",2020-01-23,0,0,0,0,0,0,1,0
"725",2020-01-24,0,0,0,0,0,0,1,0
"726",2020-01-25,0,0,0,0,0,0,1,0
"727",2020-01-26,0,0,0,0,0,0,1,0
"728",2020-01-27,0,0,0,0,0,0,1,0
"729",2020-01-28,1,0,0,0,0,0,0,0
"730",2020-01-29,1,0,0,0,0,0,0,0
"731",2020-01-30,1,0,0,0,0,0,0,0
"732",2020-01-31,1,0,0,0,0,0,0,0
"733",2020-02-01,1,0,0,0,0,0,0,0
"734",2020-02-02,1,0,0,0,0,0,0,0
"735",2020-02-03,1,0,0,0,0,0,0,0
"736",2020-02-04,0,1,0,0,0,0,0,0
"737",2020-02-05,0,1,0,0,0,0,0,0
"738",2020-02-06,0,1,0,0,0,0,0,0
"739",2020-02-07,0,1,0,0,0,0,0,0
"740",2020-02-08,0,1,0,0,0,0,0,0
"741",2020-02-09,0,1,0,0,0,0,0,0
"742",2020-02-10,0,1,0,0,0,0,0,0
"743",2020-02-11,0,0,1,0,0,0,0,0
"744",2020-02-12,0,0,1,0,0,0,0,0
"745",2020-02-13,0,0,1,0,0,0,0,0
"746",2020-02-14,0,0,1,0,0,0,0,0
"747",2020-02-15,0,0,1,0,0,0,0,0
"748",2020-02-16,0,0,1,0,0,0,0,0
"749",2020-02-17,0,0,1,0,0,0,0,0
"750",2020-02-18,0,0,0,1,0,0,0,0
"751",2020-02-19,0,0,0,1,0,0,0,0
"752",2020-02-20,0,0,0,1,0,0,0,0
"753",2020-02-21,0,0,0,1,0,0,0,0
"754",2020-02-22,0,0,0,1,0,0,0,0
"755",2020-02-23,0,0,0,1,0,0,0,0
"756",2020-02-24,0,0,0,1,0,0,0,0
"757",2020-02-25,0,0,0,0,1,0,0,0
"758",2020-02-26,0,0,0,0,1,0,0,0
"759",2020-02-27,0,0,0,0,1,0,0,0
"760",2020-02-28,0,0,0,0,1,0,0,0
"761",2020-02-29,0,0,0,0,1,0,0,0
"762",2020-03-01,0,0,0,0,1,0,0,0
"763",2020-03-02,0,0,0,0,1,0,0,0
"764",2020-03-03,1,0,0,0,0,0,0,0
"765",2020-03-04,1,0,0,0,0,0,0,0
"766",2020-03-05,1,0,0,0,0,0,0,0
"767",2020-03-06,1,0,0,0,0,0,0,0
"768",2020-03-07,1,0,0,0,0,0,0,0
"769",2020-03-08,1,0,0,0,0,0,0,0
"770",2020-03-09,1,0,0,0,0,0,0,0
"771",2020-03-10,0,1,0,0,0,0,0,0
"772",2020-03-11,0,1,0,0,0,0,0,0
"773",2020-03-12,0,1,0,0,0,0,0,0
"774",2020-03-13,0,1,0,0,0,0,0,0
"775",2020-03-14,0,1,0,0,0,0,0,0
"776",2020-03-15,1,0,0,0,0,0,0,0
"777",2020-03-16,1,0,0,0,0,0,0,0
"778",2020-03-17,1,0,0,0,0,0,0,0
"779",2020-03-18,1,0,0,0,0,0,0,0
"780",2020-03-19,1,0,0,0,0,0,0,0
"781",2020-03-20,1,0,0,0,0,0,0,0
"782",2020-03-21,1,0,0,0,0,0,0,0
"783",2020-03-22,1,0,0,0,0,0,0,0
"784",2020-03-23,1,0,0,0,0,0,0,0
"785",2020-03-24,1,0,0,0,0,0,0,0
"786",2020-03-25,1,0,0,0,0,0,0,0
"787",2020-03-26,1,0,0,0,0,0,0,0
"788",2020-03-27,1,0,0,0,0,0,0,0
"789",2020-03-28,1,0,0,0,0,0,0,0
"790",2020-03-29,1,0,0,0,0,0,0,0
"791",2020-03-30,0,1,0,0,0,0,0,0
"792",2020-03-31,1,0,0,0,0,0,0,0
"793",2020-04-01,1,0,0,0,0,0,0,0
"794",2020-04-02,1,0,0,0,0,0,0,0
"795",2020-04-03,1,0,0,0,0,0,0,0
"796",2020-04-04,1,0,0,0,0,0,0,0
"797",2020-04-05,1,0,0,0,0,0,0,0
"798",2020-04-06,1,0,0,0,0,0,0,0
"799",2020-04-07,0,1,0,0,0,0,0,0
"800",2020-04-08,0,1,0,0,0,0,0,0
"801",2020-04-09,0,1,0,0,0,0,0,0
"802",2020-04-10,0,1,0,0,0,0,0,0
"803",2020-04-11,0,1,0,0,0,0,0,0
"804",2020-04-12,0,1,0,0,0,0,0,0
"805",2020-04-13,0,1,0,0,0,0,0,0
"806",2020-04-14,0,0,1,0,0,0,0,0
"807",2020-04-15,0,0,1,0,0,0,0,0
"808",2020-04-16,0,0,1,0,0,0,0,0
"809",2020-04-17,0,0,1,0,0,0,0,0
"810",2020-04-18,0,0,1,0,0,0,0,0
"811",2020-04-19,0,0,1,0,0,0,0,0
"812",2020-04-20,0,0,1,0,0,0,0,0
"813",2020-04-21,0,0,0,1,0,0,0,0
"814",2020-04-22,0,0,0,1,0,0,0,0
"815",2020-04-23,0,0,0,1,0,0,0,0
"816",2020-04-24,0,0,0,1,0,0,0,0
"817",2020-04-25,0,0,0,1,0,0,0,0
"818",2020-04-26,0,0,0,1,0,0,0,0
"819",2020-04-27,0,0,0,1,0,0,0,0
"820",2020-04-28,1,0,0,0,0,0,0,0
"821",2020-04-29,1,0,0,0,0,0,0,0
"822",2020-04-30,1,0,0,0,0,0,0,0
"823",2020-05-01,1,0,0,0,0,0,0,0
"824",2020-05-02,1,0,0,0,0,0,0,0
"825",2020-05-03,1,0,0,0,0,0,0,0
"826",2020-05-04,1,0,0,0,0,0,0,0
"827",2020-05-05,0,1,0,0,0,0,0,0
"828",2020-05-06,0,1,0,0,0,0,0,0
"829",2020-05-07,0,1,0,0,0,0,0,0
"830",2020-05-08,0,1,0,0,0,0,0,0
"831",2020-05-09,0,1,0,0,0,0,0,0
"832",2020-05-10,0,1,0,0,0,0,0,0
"833",2020-05-11,0,1,0,0,0,0,0,0
"834",2020-05-12,0,0,1,0,0,0,0,0
"835",2020-05-13,0,0,1,0,0,0,0,0
"836",2020-05-14,0,0,1,0,0,0,0,0
"837",2020-05-15,0,0,1,0,0,0,0,0
"838",2020-05-16,0,0,1,0,0,0,0,0
"839",2020-05-17,0,0,1,0,0,0,0,0
"840",2020-05-18,0,0,1,0,0,0,0,0
"841",2020-05-19,0,0,0,1,0,0,0,0
"842",2020-05-20,0,0,0,1,0,0,0,0
"843",2020-05-21,0,0,0,1,0,0,0,0
"844",2020-05-22,0,0,0,1,0,0,0,0
"845",2020-05-23,0,0,0,1,0,0,0,0
"846",2020-05-24,0,0,0,1,0,0,0,0
"847",2020-05-25,0,0,0,1,0,0,0,0
"848",2020-05-26,0,0,0,0,1,0,0,0
"849",2020-05-27,0,0,0,0,1,0,0,0
"850",2020-05-28,0,0,0,0,1,0,0,0
"851",2020-05-29,0,0,0,0,1,0,0,0
"852",2020-05-30,0,0,0,0,1,0,0,0
"853",2020-05-31,0,0,0,0,1,0,0,0
"854",2020-06-01,0,0,0,0,1,0,0,0
"855",2020-06-02,0,0,0,0,0,1,0,0
"856",2020-06-03,0,0,0,0,0,1,0,0
"857",2020-06-04,0,0,0,0,0,1,0,0
"858",2020-06-05,0,0,0,0,0,1,0,0
"859",2020-06-06,0,0,0,0,0,1,0,0
"860",2020-06-07,0,0,0,0,0,1,0,0
"861",2020-06-08,0,0,0,0,0,1,0,0
"862",2020-06-09,1,0,0,0,0,0,0,0
"863",2020-06-10,1,0,0,0,0,0,0,0
"864",2020-06-11,1,0,0,0,0,0,0,0
"865",2020-06-12,1,0,0,0,0,0,0,0
"866",2020-06-13,1,0,0,0,0,0,0,0
"867",2020-06-14,1,0,0,0,0,0,0,0
"868",2020-06-15,1,0,0,0,0,0,0,0
"869",2020-06-16,0,1,0,0,0,0,0,0
"870",2020-06-17,0,1,0,0,0,0,0,0
"871",2020-06-18,0,1,0,0,0,0,0,0
"872",2020-06-19,0,1,0,0,0,0,0,0
"873",2020-06-20,0,1,0,0,0,0,0,0
"874",2020-06-21,0,1,0,0,0,0,0,0
"875",2020-06-22,0,1,0,0,0,0,0,0
"876",2020-06-23,0,0,1,0,0,0,0,0
"877",2020-06-24,0,0,1,0,0,0,0,0
"878",2020-06-25,0,0,1,0,0,0,0,0
"879",2020-06-26,0,0,1,0,0,0,0,0
"880",2020-06-27,0,0,1,0,0,0,0,0
"881",2020-06-28,0,0,1,0,0,0,0,0
"882",2020-06-29,0,0,1,0,0,0,0,0
"883",2020-06-30,0,0,0,1,0,0,0,0
"884",2020-07-01,0,0,0,1,0,0,0,0
"885",2020-07-02,0,0,0,1,0,0,0,0
"886",2020-07-03,0,0,0,1,0,0,0,0
"887",2020-07-04,0,0,0,1,0,0,0,0
"888",2020-07-05,0,0,0,1,0,0,0,0
"889",2020-07-06,0,0,0,1,0,0,0,0
"890",2020-07-07,0,0,0,0,1,0,0,0
"891",2020-07-08,0,0,0,0,1,0,0,0
"892",2020-07-09,0,0,0,0,1,0,0,0
"893",2020-07-10,0,0,0,0,1,0,0,0
"894",2020-07-11,0,0,0,0,1,0,0,0
"895",2020-07-12,0,0,0,0,1,0,0,0
"896",2020-07-13,0,0,0,0,1,0,0,0
"897",2020-07-14,0,0,0,0,0,1,0,0
"898",2020-07-15,0,0,0,0,0,1,0,0
"899",2020-07-16,0,0,0,0,0,1,0,0
"900",2020-07-17,0,0,0,0,0,1,0,0
"901",2020-07-18,0,0,0,0,0,1,0,0
"902",2020-07-19,0,0,0,0,0,1,0,0
"903",2020-07-20,0,0,0,0,0,1,0,0
"904",2020-07-21,0,0,0,0,0,0,1,0
"905",2020-07-22,0,0,0,0,0,0,1,0
"906",2020-07-23,0,0,0,0,0,0,1,0
"907",2020-07-24,0,0,0,0,0,0,1,0
"908",2020-07-25,0,0,0,0,0,0,1,0
"909",2020-07-26,0,0,0,0,0,0,1,0
"910",2020-07-27,0,0,0,0,0,0,1,0
"911",2020-07-28,1,0,0,0,0,0,0,0
"912",2020-07-29,1,0,0,0,0,0,0,0
"913",2020-07-30,1,0,0,0,0,0,0,0
"914",2020-07-31,1,0,0,0,0,0,0,0
"915",2020-08-01,1,0,0,0,0,0,0,0
"916",2020-08-02,1,0,0,0,0,0,0,0
"917",2020-08-03,1,0,0,0,0,0,0,0
"918",2020-08-04,0,1,0,0,0,0,0,0
"919",2020-08-05,0,1,0,0,0,0,0,0
"920",2020-08-06,0,1,0,0,0,0,0,0
"921",2020-08-07,0,1,0,0,0,0,0,0
"922",2020-08-08,0,1,0,0,0,0,0,0
"923",2020-08-09,0,1,0,0,0,0,0,0
"924",2020-08-10,0,1,0,0,0,0,0,0
"925",2020-08-11,0,0,1,0,0,0,0,0
"926",2020-08-12,0,0,1,0,0,0,0,0
"927",2020-08-13,0,0,1,0,0,0,0,0
"928",2020-08-14,0,0,1,0,0,0,0,0
"929",2020-08-15,0,0,1,0,0,0,0,0
"930",2020-08-16,0,0,1,0,0,0,0,0
"931",2020-08-17,0,0,1,0,0,0,0,0
"932",2020-08-18,0,0,0,1,0,0,0,0
"933",2020-08-19,0,0,0,1,0,0,0,0
"934",2020-08-20,0,0,0,1,0,0,0,0
"935",2020-08-21,0,0,0,1,0,0,0,0
"936",2020-08-22,0,0,0,1,0,0,0,0
"937",2020-08-23,0,0,0,1,0,0,0,0
"938",2020-08-24,0,0,0,1,0,0,0,0
"939",2020-08-25,0,0,0,0,1,0,0,0
"940",2020-08-26,0,0,0,0,1,0,0,0
"941",2020-08-27,1,0,0,0,0,0,0,0
"942",2020-08-28,1,0,0,0,0,0,0,0
"943",2020-08-29,1,0,0,0,0,0,0,0
"944",2020-08-30,1,0,0,0,0,0,0,0
"945",2020-08-31,1,0,0,0,0,0,0,0
"946",2020-09-01,1,0,0,0,0,0,0,0
"947",2020-09-02,1,0,0,0,0,0,0,0
"948",2020-09-03,0,1,0,0,0,0,0,0
"949",2020-09-04,0,1,0,0,0,0,0,0
"950",2020-09-05,0,1,0,0,0,0,0,0
"951",2020-09-06,0,1,0,0,0,0,0,0
