"","date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_ge_t7"
"952",2020-09-07,0,1,0,0,0,0,0,0
"953",2020-09-08,0,1,0,0,0,0,0,0
"954",2020-09-09,0,1,0,0,0,0,0,0
"955",2020-09-10,0,0,1,0,0,0,0,0
"956",2020-09-11,0,0,1,0,0,0,0,0
"957",2020-09-12,0,0,1,0,0,0,0,0
"958",2020-09-13,0,0,1,0,0,0,0,0
"959",2020-09-14,0,0,1,0,0,0,0,0
"960",2020-09-15,1,0,0,0,0,0,0,0
"961",2020-09-16,1,0,0,0,0,0,0,0
"962",2020-09-17,1,0,0,0,0,0,0,0
"963",2020-09-18,1,0,0,0,0,0,0,0
"964",2020-09-19,1,0,0,0,0,0,0,0
"965",2020-09-20,1,0,0,0,0,0,0,0
"966",2020-09-21,1,0,0,0,0,0,0,0
"967",2020-09-22,0,1,0,0,0,0,0,0
"968",2020-09-23,0,1,0,0,0,0,0,0
"969",2020-09-24,0,1,0,0,0,0,0,0
"970",2020-09-25,0,1,0,0,0,0,0,0
"971",2020-09-26,0,1,0,0,0,0,0,0
"972",2020-09-27,0,1,0,0,0,0,0,0
"973",2020-09-28,0,1,0,0,0,0,0,0
"974",2020-09-29,0,0,1,0,0,0,0,0
"975",2020-09-30,0,0,1,0,0,0,0,0
"976",2020-10-01,0,0,1,0,0,0,0,0
"977",2020-10-02,0,0,1,0,0,0,0,0
"978",2020-10-03,0,0,1,0,0,0,0,0
"979",2020-10-04,0,0,1,0,0,0,0,0
"980",2020-10-05,0,0,1,0,0,0,0,0
"981",2020-10-06,0,0,0,1,0,0,0,0
"982",2020-10-07,0,0,0,1,0,0,0,0
"983",2020-10-08,0,0,0,1,0,0,0,0
"984",2020-10-09,0,0,0,1,0,0,0,0
"985",2020-10-10,0,0,0,1,0,0,0,0
"986",2020-10-11,0,0,0,1,0,0,0,0
"987",2020-10-12,0,0,0,1,0,0,0,0
"988",2020-10-13,0,0,0,0,1,0,0,0
"989",2020-10-14,0,0,0,0,1,0,0,0
"990",2020-10-15,0,0,0,0,1,0,0,0
"991",2020-10-16,0,0,0,0,1,0,0,0
"992",2020-10-17,0,0,0,0,1,0,0,0
"993",2020-10-18,0,0,0,0,1,0,0,0
"994",2020-10-19,0,0,0,0,1,0,0,0
"995",2020-10-20,0,0,0,0,0,1,0,0
"996",2020-10-21,0,0,0,0,0,1,0,0
"997",2020-10-22,0,0,0,0,0,1,0,0
"998",2020-10-23,0,0,0,0,0,1,0,0
"999",2020-10-24,0,0,0,0,0,1,0,0
"1000",2020-10-25,0,0,0,0,0,1,0,0
"1001",2020-10-26,0,0,0,0,0,1,0,0
"1002",2020-10-27,0,0,0,0,0,0,1,0
"1003",2020-10-28,0,0,0,0,0,0,1,0
"1004",2020-10-29,0,0,0,0,0,0,1,0
"1005",2020-10-30,0,0,0,0,0,0,1,0
"1006",2020-10-31,0,0,0,0,0,0,1,0
"1007",2020-11-01,0,0,0,0,0,0,1,0
"1008",2020-11-02,0,0,0,0,0,0,1,0
"1009",2020-11-03,0,0,0,0,0,0,0,1
"1010",2020-11-04,1,0,0,0,0,0,0,0
"1011",2020-11-05,1,0,0,0,0,0,0,0
"1012",2020-11-06,1,0,0,0,0,0,0,0
"1013",2020-11-07,1,0,0,0,0,0,0,0
"1014",2020-11-08,1,0,0,0,0,0,0,0
"1015",2020-11-09,1,0,0,0,0,0,0,0
"1016",2020-11-10,1,0,0,0,0,0,0,0
"1017",2020-11-11,0,1,0,0,0,0,0,0
"1018",2020-11-12,0,1,0,0,0,0,0,0
"1019",2020-11-13,0,1,0,0,0,0,0,0
"1020",2020-11-14,0,1,0,0,0,0,0,0
"1021",2020-11-15,0,1,0,0,0,0,0,0
"1022",2020-11-16,0,1,0,0,0,0,0,0
"1023",2020-11-17,0,1,0,0,0,0,0,0
"1024",2020-11-18,0,0,1,0,0,0,0,0
"1025",2020-11-19,0,0,1,0,0,0,0,0
"1026",2020-11-20,0,0,1,0,0,0,0,0
"1027",2020-11-21,0,0,1,0,0,0,0,0
"1028",2020-11-22,0,0,1,0,0,0,0,0
"1029",2020-11-23,0,0,1,0,0,0,0,0
"1030",2020-11-24,0,0,1,0,0,0,0,0
"1031",2020-11-25,0,0,0,1,0,0,0,0
"1032",2020-11-26,0,0,0,1,0,0,0,0
"1033",2020-11-27,0,0,0,1,0,0,0,0
"1034",2020-11-28,0,0,0,1,0,0,0,0
"1035",2020-11-29,0,0,0,1,0,0,0,0
"1036",2020-11-30,0,0,0,1,0,0,0,0
"1037",2020-12-01,0,0,0,1,0,0,0,0
"1038",2020-12-02,0,0,0,0,1,0,0,0
"1039",2020-12-03,0,0,0,0,1,0,0,0
"1040",2020-12-04,0,0,0,0,1,0,0,0
"1041",2020-12-05,0,0,0,0,1,0,0,0
"1042",2020-12-06,0,0,0,0,1,0,0,0
"1043",2020-12-07,0,0,0,0,1,0,0,0
"1044",2020-12-08,0,0,0,0,1,0,0,0
"1045",2020-12-09,0,0,0,0,0,1,0,0
"1046",2020-12-10,0,0,0,0,0,1,0,0
"1047",2020-12-11,0,0,0,0,0,1,0,0
"1048",2020-12-12,0,0,0,0,0,1,0,0
"1049",2020-12-13,0,0,0,0,0,1,0,0
"1050",2020-12-14,0,0,0,0,0,1,0,0
"1051",2020-12-15,1,0,0,0,0,0,0,0
"1052",2020-12-16,1,0,0,0,0,0,0,0
"1053",2020-12-17,1,0,0,0,0,0,0,0
"1054",2020-12-18,1,0,0,0,0,0,0,0
"1055",2020-12-19,1,0,0,0,0,0,0,0
"1056",2020-12-20,1,0,0,0,0,0,0,0
"1057",2020-12-21,1,0,0,0,0,0,0,0
"1058",2020-12-22,0,1,0,0,0,0,0,0
"1059",2020-12-23,0,1,0,0,0,0,0,0
"1060",2020-12-24,0,1,0,0,0,0,0,0
"1061",2020-12-25,0,1,0,0,0,0,0,0
"1062",2020-12-26,0,1,0,0,0,0,0,0
"1063",2020-12-27,0,1,0,0,0,0,0,0
"1064",2020-12-28,0,1,0,0,0,0,0,0
"1065",2020-12-29,0,0,1,0,0,0,0,0
"1066",2020-12-30,0,0,1,0,0,0,0,0
"1067",2020-12-31,0,0,1,0,0,0,0,0
"1068",2021-01-01,0,0,1,0,0,0,0,0
"1069",2021-01-02,0,0,1,0,0,0,0,0
"1070",2021-01-03,0,0,1,0,0,0,0,0
"1071",2021-01-04,0,0,1,0,0,0,0,0
"1072",2021-01-05,0,0,0,1,0,0,0,0
"1073",2021-01-06,0,0,0,1,0,0,0,0
"1074",2021-01-07,0,0,0,1,0,0,0,0
"1075",2021-01-08,0,0,0,1,0,0,0,0
"1076",2021-01-09,0,0,0,1,0,0,0,0
"1077",2021-01-10,0,0,0,1,0,0,0,0
"1078",2021-01-11,0,0,0,1,0,0,0,0
"1079",2021-01-12,0,0,0,0,1,0,0,0
"1080",2021-01-13,0,0,0,0,1,0,0,0
"1081",2021-01-14,0,0,0,0,1,0,0,0
"1082",2021-01-15,0,0,0,0,1,0,0,0
"1083",2021-01-16,0,0,0,0,1,0,0,0
"1084",2021-01-17,0,0,0,0,1,0,0,0
"1085",2021-01-18,0,0,0,0,1,0,0,0
"1086",2021-01-19,0,0,0,0,0,1,0,0
"1087",2021-01-20,0,0,0,0,0,1,0,0
"1088",2021-01-21,0,0,0,0,0,1,0,0
"1089",2021-01-22,0,0,0,0,0,1,0,0
"1090",2021-01-23,0,0,0,0,0,1,0,0
"1091",2021-01-24,0,0,0,0,0,1,0,0
"1092",2021-01-25,0,0,0,0,0,1,0,0
"1093",2021-01-26,1,0,0,0,0,0,0,0
"1094",2021-01-27,1,0,0,0,0,0,0,0
"1095",2021-01-28,1,0,0,0,0,0,0,0
"1096",2021-01-29,1,0,0,0,0,0,0,0
"1097",2021-01-30,1,0,0,0,0,0,0,0
"1098",2021-01-31,1,0,0,0,0,0,0,0
"1099",2021-02-01,1,0,0,0,0,0,0,0
"1100",2021-02-02,0,1,0,0,0,0,0,0
"1101",2021-02-03,0,1,0,0,0,0,0,0
"1102",2021-02-04,0,1,0,0,0,0,0,0
"1103",2021-02-05,0,1,0,0,0,0,0,0
"1104",2021-02-06,0,1,0,0,0,0,0,0
"1105",2021-02-07,0,1,0,0,0,0,0,0
"1106",2021-02-08,0,1,0,0,0,0,0,0
"1107",2021-02-09,0,0,1,0,0,0,0,0
"1108",2021-02-10,0,0,1,0,0,0,0,0
"1109",2021-02-11,0,0,1,0,0,0,0,0
"1110",2021-02-12,0,0,1,0,0,0,0,0
"1111",2021-02-13,0,0,1,0,0,0,0,0
"1112",2021-02-14,0,0,1,0,0,0,0,0
"1113",2021-02-15,0,0,1,0,0,0,0,0
"1114",2021-02-16,0,0,0,1,0,0,0,0
"1115",2021-02-17,0,0,0,1,0,0,0,0
"1116",2021-02-18,0,0,0,1,0,0,0,0
"1117",2021-02-19,0,0,0,1,0,0,0,0
"1118",2021-02-20,0,0,0,1,0,0,0,0
"1119",2021-02-21,0,0,0,1,0,0,0,0
"1120",2021-02-22,0,0,0,1,0,0,0,0
"1121",2021-02-23,0,0,0,0,1,0,0,0
"1122",2021-02-24,0,0,0,0,1,0,0,0
"1123",2021-02-25,0,0,0,0,1,0,0,0
"1124",2021-02-26,0,0,0,0,1,0,0,0
"1125",2021-02-27,0,0,0,0,1,0,0,0
"1126",2021-02-28,0,0,0,0,1,0,0,0
"1127",2021-03-01,0,0,0,0,1,0,0,0
"1128",2021-03-02,0,0,0,0,0,1,0,0
"1129",2021-03-03,0,0,0,0,0,1,0,0
"1130",2021-03-04,0,0,0,0,0,1,0,0
"1131",2021-03-05,0,0,0,0,0,1,0,0
"1132",2021-03-06,0,0,0,0,0,1,0,0
"1133",2021-03-07,0,0,0,0,0,1,0,0
"1134",2021-03-08,0,0,0,0,0,1,0,0
"1135",2021-03-09,0,0,0,0,0,0,1,0
"1136",2021-03-10,0,0,0,0,0,0,1,0
"1137",2021-03-11,0,0,0,0,0,0,1,0
"1138",2021-03-12,0,0,0,0,0,0,1,0
"1139",2021-03-13,0,0,0,0,0,0,1,0
"1140",2021-03-14,0,0,0,0,0,0,1,0
"1141",2021-03-15,0,0,0,0,0,0,1,0
"1142",2021-03-16,1,0,0,0,0,0,0,0
"1143",2021-03-17,1,0,0,0,0,0,0,0
"1144",2021-03-18,1,0,0,0,0,0,0,0
"1145",2021-03-19,1,0,0,0,0,0,0,0
"1146",2021-03-20,1,0,0,0,0,0,0,0
"1147",2021-03-21,1,0,0,0,0,0,0,0
"1148",2021-03-22,1,0,0,0,0,0,0,0
"1149",2021-03-23,0,1,0,0,0,0,0,0
"1150",2021-03-24,0,1,0,0,0,0,0,0
"1151",2021-03-25,0,1,0,0,0,0,0,0
"1152",2021-03-26,0,1,0,0,0,0,0,0
"1153",2021-03-27,0,1,0,0,0,0,0,0
"1154",2021-03-28,0,1,0,0,0,0,0,0
"1155",2021-03-29,0,1,0,0,0,0,0,0
"1156",2021-03-30,0,0,1,0,0,0,0,0
"1157",2021-03-31,0,0,1,0,0,0,0,0
"1158",2021-04-01,0,0,1,0,0,0,0,0
"1159",2021-04-02,0,0,1,0,0,0,0,0
"1160",2021-04-03,0,0,1,0,0,0,0,0
"1161",2021-04-04,0,0,1,0,0,0,0,0
"1162",2021-04-05,0,0,1,0,0,0,0,0
"1163",2021-04-06,0,0,0,1,0,0,0,0
"1164",2021-04-07,0,0,0,1,0,0,0,0
"1165",2021-04-08,0,0,0,1,0,0,0,0
"1166",2021-04-09,0,0,0,1,0,0,0,0
"1167",2021-04-10,0,0,0,1,0,0,0,0
"1168",2021-04-11,0,0,0,1,0,0,0,0
"1169",2021-04-12,0,0,0,1,0,0,0,0
"1170",2021-04-13,0,0,0,0,1,0,0,0
"1171",2021-04-14,0,0,0,0,1,0,0,0
"1172",2021-04-15,0,0,0,0,1,0,0,0
"1173",2021-04-16,0,0,0,0,1,0,0,0
"1174",2021-04-17,0,0,0,0,1,0,0,0
"1175",2021-04-18,0,0,0,0,1,0,0,0
"1176",2021-04-19,0,0,0,0,1,0,0,0
"1177",2021-04-20,0,0,0,0,0,1,0,0
"1178",2021-04-21,0,0,0,0,0,1,0,0
"1179",2021-04-22,0,0,0,0,0,1,0,0
"1180",2021-04-23,0,0,0,0,0,1,0,0
"1181",2021-04-24,0,0,0,0,0,1,0,0
"1182",2021-04-25,0,0,0,0,0,1,0,0
"1183",2021-04-26,0,0,0,0,0,1,0,0
"1184",2021-04-27,1,0,0,0,0,0,0,0
"1185",2021-04-28,1,0,0,0,0,0,0,0
"1186",2021-04-29,1,0,0,0,0,0,0,0
"1187",2021-04-30,1,0,0,0,0,0,0,0
"1188",2021-05-01,1,0,0,0,0,0,0,0
"1189",2021-05-02,1,0,0,0,0,0,0,0
"1190",2021-05-03,1,0,0,0,0,0,0,0
"1191",2021-05-04,0,1,0,0,0,0,0,0
"1192",2021-05-05,0,1,0,0,0,0,0,0
"1193",2021-05-06,0,1,0,0,0,0,0,0
"1194",2021-05-07,0,1,0,0,0,0,0,0
"1195",2021-05-08,0,1,0,0,0,0,0,0
"1196",2021-05-09,0,1,0,0,0,0,0,0
"1197",2021-05-10,0,1,0,0,0,0,0,0
"1198",2021-05-11,0,0,1,0,0,0,0,0
"1199",2021-05-12,0,0,1,0,0,0,0,0
"1200",2021-05-13,0,0,1,0,0,0,0,0
"1201",2021-05-14,0,0,1,0,0,0,0,0
"1202",2021-05-15,0,0,1,0,0,0,0,0
"1203",2021-05-16,0,0,1,0,0,0,0,0
"1204",2021-05-17,0,0,1,0,0,0,0,0
"1205",2021-05-18,0,0,0,1,0,0,0,0
"1206",2021-05-19,0,0,0,1,0,0,0,0
"1207",2021-05-20,0,0,0,1,0,0,0,0
"1208",2021-05-21,0,0,0,1,0,0,0,0
"1209",2021-05-22,0,0,0,1,0,0,0,0
"1210",2021-05-23,0,0,0,1,0,0,0,0
"1211",2021-05-24,0,0,0,1,0,0,0,0
"1212",2021-05-25,0,0,0,0,1,0,0,0
"1213",2021-05-26,0,0,0,0,1,0,0,0
"1214",2021-05-27,0,0,0,0,1,0,0,0
"1215",2021-05-28,0,0,0,0,1,0,0,0
"1216",2021-05-29,0,0,0,0,1,0,0,0
"1217",2021-05-30,0,0,0,0,1,0,0,0
"1218",2021-05-31,0,0,0,0,1,0,0,0
"1219",2021-06-01,0,0,0,0,0,1,0,0
"1220",2021-06-02,0,0,0,0,0,1,0,0
"1221",2021-06-03,0,0,0,0,0,1,0,0
"1222",2021-06-04,0,0,0,0,0,1,0,0
"1223",2021-06-05,0,0,0,0,0,1,0,0
"1224",2021-06-06,0,0,0,0,0,1,0,0
"1225",2021-06-07,0,0,0,0,0,1,0,0
"1226",2021-06-08,0,0,0,0,0,0,1,0
"1227",2021-06-09,0,0,0,0,0,0,1,0
"1228",2021-06-10,0,0,0,0,0,0,1,0
"1229",2021-06-11,0,0,0,0,0,0,1,0
"1230",2021-06-12,0,0,0,0,0,0,1,0
"1231",2021-06-13,0,0,0,0,0,0,1,0
"1232",2021-06-14,0,0,0,0,0,0,1,0
"1233",2021-06-15,1,0,0,0,0,0,0,0
"1234",2021-06-16,1,0,0,0,0,0,0,0
"1235",2021-06-17,1,0,0,0,0,0,0,0
"1236",2021-06-18,1,0,0,0,0,0,0,0
"1237",2021-06-19,1,0,0,0,0,0,0,0
"1238",2021-06-20,1,0,0,0,0,0,0,0
"1239",2021-06-21,1,0,0,0,0,0,0,0
"1240",2021-06-22,0,1,0,0,0,0,0,0
"1241",2021-06-23,0,1,0,0,0,0,0,0
"1242",2021-06-24,0,1,0,0,0,0,0,0
"1243",2021-06-25,0,1,0,0,0,0,0,0
"1244",2021-06-26,0,1,0,0,0,0,0,0
"1245",2021-06-27,0,1,0,0,0,0,0,0
"1246",2021-06-28,0,1,0,0,0,0,0,0
"1247",2021-06-29,0,0,1,0,0,0,0,0
"1248",2021-06-30,0,0,1,0,0,0,0,0
"1249",2021-07-01,0,0,1,0,0,0,0,0
"1250",2021-07-02,0,0,1,0,0,0,0,0
"1251",2021-07-03,0,0,1,0,0,0,0,0
"1252",2021-07-04,0,0,1,0,0,0,0,0
"1253",2021-07-05,0,0,1,0,0,0,0,0
"1254",2021-07-06,0,0,0,1,0,0,0,0
"1255",2021-07-07,0,0,0,1,0,0,0,0
"1256",2021-07-08,0,0,0,1,0,0,0,0
"1257",2021-07-09,0,0,0,1,0,0,0,0
"1258",2021-07-10,0,0,0,1,0,0,0,0
"1259",2021-07-11,0,0,0,1,0,0,0,0
"1260",2021-07-12,0,0,0,1,0,0,0,0
"1261",2021-07-13,0,0,0,0,1,0,0,0
"1262",2021-07-14,0,0,0,0,1,0,0,0
"1263",2021-07-15,0,0,0,0,1,0,0,0
"1264",2021-07-16,0,0,0,0,1,0,0,0
"1265",2021-07-17,0,0,0,0,1,0,0,0
"1266",2021-07-18,0,0,0,0,1,0,0,0
"1267",2021-07-19,0,0,0,0,1,0,0,0
"1268",2021-07-20,0,0,0,0,0,1,0,0
"1269",2021-07-21,0,0,0,0,0,1,0,0
"1270",2021-07-22,0,0,0,0,0,1,0,0
"1271",2021-07-23,0,0,0,0,0,1,0,0
"1272",2021-07-24,0,0,0,0,0,1,0,0
"1273",2021-07-25,0,0,0,0,0,1,0,0
"1274",2021-07-26,0,0,0,0,0,1,0,0
"1275",2021-07-27,1,0,0,0,0,0,0,0
"1276",2021-07-28,1,0,0,0,0,0,0,0
"1277",2021-07-29,1,0,0,0,0,0,0,0
"1278",2021-07-30,1,0,0,0,0,0,0,0
"1279",2021-07-31,1,0,0,0,0,0,0,0
"1280",2021-08-01,1,0,0,0,0,0,0,0
"1281",2021-08-02,1,0,0,0,0,0,0,0
"1282",2021-08-03,0,1,0,0,0,0,0,0
"1283",2021-08-04,0,1,0,0,0,0,0,0
"1284",2021-08-05,0,1,0,0,0,0,0,0
"1285",2021-08-06,0,1,0,0,0,0,0,0
"1286",2021-08-07,0,1,0,0,0,0,0,0
"1287",2021-08-08,0,1,0,0,0,0,0,0
"1288",2021-08-09,0,1,0,0,0,0,0,0
"1289",2021-08-10,0,0,1,0,0,0,0,0
"1290",2021-08-11,0,0,1,0,0,0,0,0
"1291",2021-08-12,0,0,1,0,0,0,0,0
"1292",2021-08-13,0,0,1,0,0,0,0,0
"1293",2021-08-14,0,0,1,0,0,0,0,0
"1294",2021-08-15,0,0,1,0,0,0,0,0
"1295",2021-08-16,0,0,1,0,0,0,0,0
"1296",2021-08-17,0,0,0,1,0,0,0,0
"1297",2021-08-18,0,0,0,1,0,0,0,0
"1298",2021-08-19,0,0,0,1,0,0,0,0
"1299",2021-08-20,0,0,0,1,0,0,0,0
"1300",2021-08-21,0,0,0,1,0,0,0,0
"1301",2021-08-22,0,0,0,1,0,0,0,0
"1302",2021-08-23,0,0,0,1,0,0,0,0
"1303",2021-08-24,0,0,0,0,1,0,0,0
"1304",2021-08-25,0,0,0,0,1,0,0,0
"1305",2021-08-26,0,0,0,0,1,0,0,0
"1306",2021-08-27,0,0,0,0,1,0,0,0
"1307",2021-08-28,0,0,0,0,1,0,0,0
"1308",2021-08-29,0,0,0,0,1,0,0,0
"1309",2021-08-30,0,0,0,0,1,0,0,0
"1310",2021-08-31,0,0,0,0,0,1,0,0
"1311",2021-09-01,0,0,0,0,0,1,0,0
"1312",2021-09-02,0,0,0,0,0,1,0,0
"1313",2021-09-03,0,0,0,0,0,1,0,0
"1314",2021-09-04,0,0,0,0,0,1,0,0
"1315",2021-09-05,0,0,0,0,0,1,0,0
"1316",2021-09-06,0,0,0,0,0,1,0,0
"1317",2021-09-07,0,0,0,0,0,0,1,0
"1318",2021-09-08,0,0,0,0,0,0,1,0
"1319",2021-09-09,0,0,0,0,0,0,1,0
"1320",2021-09-10,0,0,0,0,0,0,1,0
"1321",2021-09-11,0,0,0,0,0,0,1,0
"1322",2021-09-12,0,0,0,0,0,0,1,0
"1323",2021-09-13,0,0,0,0,0,0,1,0
"1324",2021-09-14,0,0,0,0,0,0,0,1
"1325",2021-09-15,0,0,0,0,0,0,0,1
"1326",2021-09-16,0,0,0,0,0,0,0,1
"1327",2021-09-17,0,0,0,0,0,0,0,1
"1328",2021-09-18,0,0,0,0,0,0,0,1
"1329",2021-09-19,0,0,0,0,0,0,0,1
"1330",2021-09-20,0,0,0,0,0,0,0,1
"1331",2021-09-21,1,0,0,0,0,0,0,0
"1332",2021-09-22,1,0,0,0,0,0,0,0
"1333",2021-09-23,1,0,0,0,0,0,0,0
"1334",2021-09-24,1,0,0,0,0,0,0,0
"1335",2021-09-25,1,0,0,0,0,0,0,0
"1336",2021-09-26,1,0,0,0,0,0,0,0
"1337",2021-09-27,1,0,0,0,0,0,0,0
"1338",2021-09-28,0,1,0,0,0,0,0,0
"1339",2021-09-29,0,1,0,0,0,0,0,0
"1340",2021-09-30,0,1,0,0,0,0,0,0
"1341",2021-10-01,0,1,0,0,0,0,0,0
"1342",2021-10-02,0,1,0,0,0,0,0,0
"1343",2021-10-03,0,1,0,0,0,0,0,0
"1344",2021-10-04,0,1,0,0,0,0,0,0
"1345",2021-10-05,0,0,1,0,0,0,0,0
"1346",2021-10-06,0,0,1,0,0,0,0,0
"1347",2021-10-07,0,0,1,0,0,0,0,0
"1348",2021-10-08,0,0,1,0,0,0,0,0
"1349",2021-10-09,0,0,1,0,0,0,0,0
"1350",2021-10-10,0,0,1,0,0,0,0,0
"1351",2021-10-11,0,0,1,0,0,0,0,0
"1352",2021-10-12,0,0,0,1,0,0,0,0
"1353",2021-10-13,0,0,0,1,0,0,0,0
"1354",2021-10-14,0,0,0,1,0,0,0,0
"1355",2021-10-15,0,0,0,1,0,0,0,0
"1356",2021-10-16,0,0,0,1,0,0,0,0
"1357",2021-10-17,0,0,0,1,0,0,0,0
"1358",2021-10-18,0,0,0,1,0,0,0,0
"1359",2021-10-19,0,0,0,0,1,0,0,0
"1360",2021-10-20,0,0,0,0,1,0,0,0
"1361",2021-10-21,0,0,0,0,1,0,0,0
"1362",2021-10-22,0,0,0,0,1,0,0,0
"1363",2021-10-23,0,0,0,0,1,0,0,0
"1364",2021-10-24,0,0,0,0,1,0,0,0
"1365",2021-10-25,0,0,0,0,1,0,0,0
"1366",2021-10-26,0,0,0,0,0,1,0,0
"1367",2021-10-27,0,0,0,0,0,1,0,0
"1368",2021-10-28,0,0,0,0,0,1,0,0
"1369",2021-10-29,0,0,0,0,0,1,0,0
"1370",2021-10-30,0,0,0,0,0,1,0,0
"1371",2021-10-31,0,0,0,0,0,1,0,0
"1372",2021-11-01,0,0,0,0,0,1,0,0
"1373",2021-11-02,1,0,0,0,0,0,0,0
"1374",2021-11-03,1,0,0,0,0,0,0,0
"1375",2021-11-04,1,0,0,0,0,0,0,0
"1376",2021-11-05,1,0,0,0,0,0,0,0
"1377",2021-11-06,1,0,0,0,0,0,0,0
"1378",2021-11-07,1,0,0,0,0,0,0,0
"1379",2021-11-08,1,0,0,0,0,0,0,0
"1380",2021-11-09,0,1,0,0,0,0,0,0
"1381",2021-11-10,0,1,0,0,0,0,0,0
"1382",2021-11-11,0,1,0,0,0,0,0,0
"1383",2021-11-12,0,1,0,0,0,0,0,0
"1384",2021-11-13,0,1,0,0,0,0,0,0
"1385",2021-11-14,0,1,0,0,0,0,0,0
"1386",2021-11-15,0,1,0,0,0,0,0,0
"1387",2021-11-16,0,0,1,0,0,0,0,0
"1388",2021-11-17,0,0,1,0,0,0,0,0
"1389",2021-11-18,0,0,1,0,0,0,0,0
"1390",2021-11-19,0,0,1,0,0,0,0,0
"1391",2021-11-20,0,0,1,0,0,0,0,0
"1392",2021-11-21,0,0,1,0,0,0,0,0
"1393",2021-11-22,0,0,1,0,0,0,0,0
"1394",2021-11-23,0,0,0,1,0,0,0,0
"1395",2021-11-24,0,0,0,1,0,0,0,0
"1396",2021-11-25,0,0,0,1,0,0,0,0
"1397",2021-11-26,0,0,0,1,0,0,0,0
"1398",2021-11-27,0,0,0,1,0,0,0,0
"1399",2021-11-28,0,0,0,1,0,0,0,0
"1400",2021-11-29,0,0,0,1,0,0,0,0
"1401",2021-11-30,0,0,0,0,1,0,0,0
"1402",2021-12-01,0,0,0,0,1,0,0,0
"1403",2021-12-02,0,0,0,0,1,0,0,0
"1404",2021-12-03,0,0,0,0,1,0,0,0
"1405",2021-12-04,0,0,0,0,1,0,0,0
"1406",2021-12-05,0,0,0,0,1,0,0,0
"1407",2021-12-06,0,0,0,0,1,0,0,0
"1408",2021-12-07,0,0,0,0,0,1,0,0
"1409",2021-12-08,0,0,0,0,0,1,0,0
"1410",2021-12-09,0,0,0,0,0,1,0,0
"1411",2021-12-10,0,0,0,0,0,1,0,0
"1412",2021-12-11,0,0,0,0,0,1,0,0
"1413",2021-12-12,0,0,0,0,0,1,0,0
"1414",2021-12-13,0,0,0,0,0,1,0,0
