"","date","w_t0","w_t1","w_t2","w_t3","w_t4","w_t5","w_t6","w_ge_t7"
"1415",2021-12-14,1,0,0,0,0,0,0,0
"1416",2021-12-15,1,0,0,0,0,0,0,0
"1417",2021-12-16,1,0,0,0,0,0,0,0
"1418",2021-12-17,1,0,0,0,0,0,0,0
"1419",2021-12-18,1,0,0,0,0,0,0,0
"1420",2021-12-19,1,0,0,0,0,0,0,0
"1421",2021-12-20,1,0,0,0,0,0,0,0
"1422",2021-12-21,0,1,0,0,0,0,0,0
"1423",2021-12-22,0,1,0,0,0,0,0,0
"1424",2021-12-23,0,1,0,0,0,0,0,0
"1425",2021-12-24,0,1,0,0,0,0,0,0
"1426",2021-12-25,0,1,0,0,0,0,0,0
"1427",2021-12-26,0,1,0,0,0,0,0,0
"1428",2021-12-27,0,1,0,0,0,0,0,0
"1429",2021-12-28,0,0,1,0,0,0,0,0
"1430",2021-12-29,0,0,1,0,0,0,0,0
"1431",2021-12-30,0,0,1,0,0,0,0,0
"1432",2021-12-31,0,0,1,0,0,0,0,0
"1433",2022-01-01,0,0,1,0,0,0,0,0
"1434",2022-01-02,0,0,1,0,0,0,0,0
"1435",2022-01-03,0,0,1,0,0,0,0,0
"1436",2022-01-04,0,0,0,1,0,0,0,0
"1437",2022-01-05,0,0,0,1,0,0,0,0
"1438",2022-01-06,0,0,0,1,0,0,0,0
"1439",2022-01-07,0,0,0,1,0,0,0,0
"1440",2022-01-08,0,0,0,1,0,0,0,0
"1441",2022-01-09,0,0,0,1,0,0,0,0
"1442",2022-01-10,0,0,0,1,0,0,0,0
"1443",2022-01-11,0,0,0,0,1,0,0,0
"1444",2022-01-12,0,0,0,0,1,0,0,0
"1445",2022-01-13,0,0,0,0,1,0,0,0
"1446",2022-01-14,0,0,0,0,1,0,0,0
"1447",2022-01-15,0,0,0,0,1,0,0,0
"1448",2022-01-16,0,0,0,0,1,0,0,0
"1449",2022-01-17,0,0,0,0,1,0,0,0
"1450",2022-01-18,0,0,0,0,0,1,0,0
"1451",2022-01-19,0,0,0,0,0,1,0,0
"1452",2022-01-20,0,0,0,0,0,1,0,0
"1453",2022-01-21,0,0,0,0,0,1,0,0
"1454",2022-01-22,0,0,0,0,0,1,0,0
"1455",2022-01-23,0,0,0,0,0,1,0,0
"1456",2022-01-24,0,0,0,0,0,1,0,0
"1457",2022-01-25,1,0,0,0,0,0,0,0
"1458",2022-01-26,1,0,0,0,0,0,0,0
"1459",2022-01-27,1,0,0,0,0,0,0,0
"1460",2022-01-28,1,0,0,0,0,0,0,0
"1461",2022-01-29,1,0,0,0,0,0,0,0
"1462",2022-01-30,1,0,0,0,0,0,0,0
"1463",2022-01-31,1,0,0,0,0,0,0,0
"1464",2022-02-01,0,1,0,0,0,0,0,0
"1465",2022-02-02,0,1,0,0,0,0,0,0
"1466",2022-02-03,0,1,0,0,0,0,0,0
"1467",2022-02-04,0,1,0,0,0,0,0,0
"1468",2022-02-05,0,1,0,0,0,0,0,0
"1469",2022-02-06,0,1,0,0,0,0,0,0
"1470",2022-02-07,0,1,0,0,0,0,0,0
"1471",2022-02-08,0,0,1,0,0,0,0,0
"1472",2022-02-09,0,0,1,0,0,0,0,0
"1473",2022-02-10,0,0,1,0,0,0,0,0
"1474",2022-02-11,0,0,1,0,0,0,0,0
"1475",2022-02-12,0,0,1,0,0,0,0,0
"1476",2022-02-13,0,0,1,0,0,0,0,0
"1477",2022-02-14,0,0,1,0,0,0,0,0
"1478",2022-02-15,0,0,0,1,0,0,0,0
"1479",2022-02-16,0,0,0,1,0,0,0,0
"1480",2022-02-17,0,0,0,1,0,0,0,0
"1481",2022-02-18,0,0,0,1,0,0,0,0
"1482",2022-02-19,0,0,0,1,0,0,0,0
"1483",2022-02-20,0,0,0,1,0,0,0,0
"1484",2022-02-21,0,0,0,1,0,0,0,0
"1485",2022-02-22,0,0,0,0,1,0,0,0
"1486",2022-02-23,0,0,0,0,1,0,0,0
"1487",2022-02-24,0,0,0,0,1,0,0,0
"1488",2022-02-25,0,0,0,0,1,0,0,0
"1489",2022-02-26,0,0,0,0,1,0,0,0
"1490",2022-02-27,0,0,0,0,1,0,0,0
"1491",2022-02-28,0,0,0,0,1,0,0,0
"1492",2022-03-01,0,0,0,0,0,1,0,0
"1493",2022-03-02,0,0,0,0,0,1,0,0
"1494",2022-03-03,0,0,0,0,0,1,0,0
"1495",2022-03-04,0,0,0,0,0,1,0,0
"1496",2022-03-05,0,0,0,0,0,1,0,0
"1497",2022-03-06,0,0,0,0,0,1,0,0
"1498",2022-03-07,0,0,0,0,0,1,0,0
"1499",2022-03-08,0,0,0,0,0,0,1,0
"1500",2022-03-09,0,0,0,0,0,0,1,0
"1501",2022-03-10,0,0,0,0,0,0,1,0
"1502",2022-03-11,0,0,0,0,0,0,1,0
"1503",2022-03-12,0,0,0,0,0,0,1,0
"1504",2022-03-13,0,0,0,0,0,0,1,0
"1505",2022-03-14,0,0,0,0,0,0,1,0
"1506",2022-03-15,1,0,0,0,0,0,0,0
"1507",2022-03-16,1,0,0,0,0,0,0,0
"1508",2022-03-17,1,0,0,0,0,0,0,0
"1509",2022-03-18,1,0,0,0,0,0,0,0
"1510",2022-03-19,1,0,0,0,0,0,0,0
"1511",2022-03-20,1,0,0,0,0,0,0,0
"1512",2022-03-21,1,0,0,0,0,0,0,0
"1513",2022-03-22,0,1,0,0,0,0,0,0
"1514",2022-03-23,0,1,0,0,0,0,0,0
"1515",2022-03-24,0,1,0,0,0,0,0,0
"1516",2022-03-25,0,1,0,0,0,0,0,0
"1517",2022-03-26,0,1,0,0,0,0,0,0
"1518",2022-03-27,0,1,0,0,0,0,0,0
"1519",2022-03-28,0,1,0,0,0,0,0,0
"1520",2022-03-29,0,0,1,0,0,0,0,0
"1521",2022-03-30,0,0,1,0,0,0,0,0
"1522",2022-03-31,0,0,1,0,0,0,0,0
"1523",2022-04-01,0,0,1,0,0,0,0,0
"1524",2022-04-02,0,0,1,0,0,0,0,0
"1525",2022-04-03,0,0,1,0,0,0,0,0
"1526",2022-04-04,0,0,1,0,0,0,0,0
"1527",2022-04-05,0,0,0,1,0,0,0,0
"1528",2022-04-06,0,0,0,1,0,0,0,0
"1529",2022-04-07,0,0,0,1,0,0,0,0
"1530",2022-04-08,0,0,0,1,0,0,0,0
"1531",2022-04-09,0,0,0,1,0,0,0,0
"1532",2022-04-10,0,0,0,1,0,0,0,0
"1533",2022-04-11,0,0,0,1,0,0,0,0
"1534",2022-04-12,0,0,0,0,1,0,0,0
"1535",2022-04-13,0,0,0,0,1,0,0,0
"1536",2022-04-14,0,0,0,0,1,0,0,0
"1537",2022-04-15,0,0,0,0,1,0,0,0
"1538",2022-04-16,0,0,0,0,1,0,0,0
"1539",2022-04-17,0,0,0,0,1,0,0,0
"1540",2022-04-18,0,0,0,0,1,0,0,0
"1541",2022-04-19,0,0,0,0,0,1,0,0
"1542",2022-04-20,0,0,0,0,0,1,0,0
"1543",2022-04-21,0,0,0,0,0,1,0,0
"1544",2022-04-22,0,0,0,0,0,1,0,0
"1545",2022-04-23,0,0,0,0,0,1,0,0
"1546",2022-04-24,0,0,0,0,0,1,0,0
"1547",2022-04-25,0,0,0,0,0,1,0,0
"1548",2022-04-26,0,0,0,0,0,0,1,0
"1549",2022-04-27,0,0,0,0,0,0,1,0
"1550",2022-04-28,0,0,0,0,0,0,1,0
"1551",2022-04-29,0,0,0,0,0,0,1,0
"1552",2022-04-30,0,0,0,0,0,0,1,0
"1553",2022-05-01,0,0,0,0,0,0,1,0
"1554",2022-05-02,0,0,0,0,0,0,1,0
"1555",2022-05-03,1,0,0,0,0,0,0,0
"1556",2022-05-04,1,0,0,0,0,0,0,0
"1557",2022-05-05,1,0,0,0,0,0,0,0
"1558",2022-05-06,1,0,0,0,0,0,0,0
"1559",2022-05-07,1,0,0,0,0,0,0,0
"1560",2022-05-08,1,0,0,0,0,0,0,0
"1561",2022-05-09,1,0,0,0,0,0,0,0
"1562",2022-05-10,0,1,0,0,0,0,0,0
"1563",2022-05-11,0,1,0,0,0,0,0,0
"1564",2022-05-12,0,1,0,0,0,0,0,0
"1565",2022-05-13,0,1,0,0,0,0,0,0
"1566",2022-05-14,0,1,0,0,0,0,0,0
"1567",2022-05-15,0,1,0,0,0,0,0,0
"1568",2022-05-16,0,1,0,0,0,0,0,0
"1569",2022-05-17,0,0,1,0,0,0,0,0
"1570",2022-05-18,0,0,1,0,0,0,0,0
"1571",2022-05-19,0,0,1,0,0,0,0,0
"1572",2022-05-20,0,0,1,0,0,0,0,0
"1573",2022-05-21,0,0,1,0,0,0,0,0
"1574",2022-05-22,0,0,1,0,0,0,0,0
"1575",2022-05-23,0,0,1,0,0,0,0,0
"1576",2022-05-24,0,0,0,1,0,0,0,0
"1577",2022-05-25,0,0,0,1,0,0,0,0
"1578",2022-05-26,0,0,0,1,0,0,0,0
"1579",2022-05-27,0,0,0,1,0,0,0,0
"1580",2022-05-28,0,0,0,1,0,0,0,0
"1581",2022-05-29,0,0,0,1,0,0,0,0
"1582",2022-05-30,0,0,0,1,0,0,0,0
"1583",2022-05-31,0,0,0,0,1,0,0,0
"1584",2022-06-01,0,0,0,0,1,0,0,0
"1585",2022-06-02,0,0,0,0,1,0,0,0
"1586",2022-06-03,0,0,0,0,1,0,0,0
"1587",2022-06-04,0,0,0,0,1,0,0,0
"1588",2022-06-05,0,0,0,0,1,0,0,0
"1589",2022-06-06,0,0,0,0,1,0,0,0
"1590",2022-06-07,0,0,0,0,0,1,0,0
"1591",2022-06-08,0,0,0,0,0,1,0,0
"1592",2022-06-09,0,0,0,0,0,1,0,0
"1593",2022-06-10,0,0,0,0,0,1,0,0
"1594",2022-06-11,0,0,0,0,0,1,0,0
"1595",2022-06-12,0,0,0,0,0,1,0,0
"1596",2022-06-13,0,0,0,0,0,1,0,0
"1597",2022-06-14,1,0,0,0,0,0,0,0
"1598",2022-06-15,1,0,0,0,0,0,0,0
"1599",2022-06-16,1,0,0,0,0,0,0,0
"1600",2022-06-17,1,0,0,0,0,0,0,0
"1601",2022-06-18,1,0,0,0,0,0,0,0
"1602",2022-06-19,1,0,0,0,0,0,0,0
"1603",2022-06-20,1,0,0,0,0,0,0,0
"1604",2022-06-21,0,1,0,0,0,0,0,0
"1605",2022-06-22,0,1,0,0,0,0,0,0
"1606",2022-06-23,0,1,0,0,0,0,0,0
"1607",2022-06-24,0,1,0,0,0,0,0,0
"1608",2022-06-25,0,1,0,0,0,0,0,0
"1609",2022-06-26,0,1,0,0,0,0,0,0
"1610",2022-06-27,0,1,0,0,0,0,0,0
"1611",2022-06-28,0,0,1,0,0,0,0,0
"1612",2022-06-29,0,0,1,0,0,0,0,0
"1613",2022-06-30,0,0,1,0,0,0,0,0
"1614",2022-07-01,0,0,1,0,0,0,0,0
"1615",2022-07-02,0,0,1,0,0,0,0,0
"1616",2022-07-03,0,0,1,0,0,0,0,0
"1617",2022-07-04,0,0,1,0,0,0,0,0
"1618",2022-07-05,0,0,0,1,0,0,0,0
"1619",2022-07-06,0,0,0,1,0,0,0,0
"1620",2022-07-07,0,0,0,1,0,0,0,0
"1621",2022-07-08,0,0,0,1,0,0,0,0
"1622",2022-07-09,0,0,0,1,0,0,0,0
"1623",2022-07-10,0,0,0,1,0,0,0,0
"1624",2022-07-11,0,0,0,1,0,0,0,0
"1625",2022-07-12,0,0,0,0,1,0,0,0
"1626",2022-07-13,0,0,0,0,1,0,0,0
"1627",2022-07-14,0,0,0,0,1,0,0,0
"1628",2022-07-15,0,0,0,0,1,0,0,0
"1629",2022-07-16,0,0,0,0,1,0,0,0
"1630",2022-07-17,0,0,0,0,1,0,0,0
"1631",2022-07-18,0,0,0,0,1,0,0,0
"1632",2022-07-19,0,0,0,0,0,1,0,0
"1633",2022-07-20,0,0,0,0,0,1,0,0
"1634",2022-07-21,0,0,0,0,0,1,0,0
"1635",2022-07-22,0,0,0,0,0,1,0,0
"1636",2022-07-23,0,0,0,0,0,1,0,0
"1637",2022-07-24,0,0,0,0,0,1,0,0
"1638",2022-07-25,0,0,0,0,0,1,0,0
"1639",2022-07-26,1,0,0,0,0,0,0,0
"1640",2022-07-27,1,0,0,0,0,0,0,0
"1641",2022-07-28,1,0,0,0,0,0,0,0
"1642",2022-07-29,1,0,0,0,0,0,0,0
"1643",2022-07-30,1,0,0,0,0,0,0,0
"1644",2022-07-31,1,0,0,0,0,0,0,0
"1645",2022-08-01,1,0,0,0,0,0,0,0
"1646",2022-08-02,0,1,0,0,0,0,0,0
"1647",2022-08-03,0,1,0,0,0,0,0,0
"1648",2022-08-04,0,1,0,0,0,0,0,0
"1649",2022-08-05,0,1,0,0,0,0,0,0
"1650",2022-08-06,0,1,0,0,0,0,0,0
"1651",2022-08-07,0,1,0,0,0,0,0,0
"1652",2022-08-08,0,1,0,0,0,0,0,0
"1653",2022-08-09,0,0,1,0,0,0,0,0
"1654",2022-08-10,0,0,1,0,0,0,0,0
"1655",2022-08-11,0,0,1,0,0,0,0,0
"1656",2022-08-12,0,0,1,0,0,0,0,0
"1657",2022-08-13,0,0,1,0,0,0,0,0
"1658",2022-08-14,0,0,1,0,0,0,0,0
"1659",2022-08-15,0,0,1,0,0,0,0,0
"1660",2022-08-16,0,0,0,1,0,0,0,0
"1661",2022-08-17,0,0,0,1,0,0,0,0
"1662",2022-08-18,0,0,0,1,0,0,0,0
"1663",2022-08-19,0,0,0,1,0,0,0,0
"1664",2022-08-20,0,0,0,1,0,0,0,0
"1665",2022-08-21,0,0,0,1,0,0,0,0
"1666",2022-08-22,0,0,0,1,0,0,0,0
"1667",2022-08-23,0,0,0,0,1,0,0,0
"1668",2022-08-24,0,0,0,0,1,0,0,0
"1669",2022-08-25,0,0,0,0,1,0,0,0
"1670",2022-08-26,0,0,0,0,1,0,0,0
"1671",2022-08-27,0,0,0,0,1,0,0,0
"1672",2022-08-28,0,0,0,0,1,0,0,0
"1673",2022-08-29,0,0,0,0,1,0,0,0
"1674",2022-08-30,0,0,0,0,0,1,0,0
"1675",2022-08-31,0,0,0,0,0,1,0,0
"1676",2022-09-01,0,0,0,0,0,1,0,0
"1677",2022-09-02,0,0,0,0,0,1,0,0
"1678",2022-09-03,0,0,0,0,0,1,0,0
"1679",2022-09-04,0,0,0,0,0,1,0,0
"1680",2022-09-05,0,0,0,0,0,1,0,0
"1681",2022-09-06,0,0,0,0,0,0,1,0
"1682",2022-09-07,0,0,0,0,0,0,1,0
"1683",2022-09-08,0,0,0,0,0,0,1,0
"1684",2022-09-09,0,0,0,0,0,0,1,0
"1685",2022-09-10,0,0,0,0,0,0,1,0
"1686",2022-09-11,0,0,0,0,0,0,1,0
"1687",2022-09-12,0,0,0,0,0,0,1,0
"1688",2022-09-13,0,0,0,0,0,0,0,1
"1689",2022-09-14,0,0,0,0,0,0,0,1
"1690",2022-09-15,0,0,0,0,0,0,0,1
"1691",2022-09-16,0,0,0,0,0,0,0,1
"1692",2022-09-17,0,0,0,0,0,0,0,1
"1693",2022-09-18,0,0,0,0,0,0,0,1
"1694",2022-09-19,0,0,0,0,0,0,0,1
"1695",2022-09-20,1,0,0,0,0,0,0,0
"1696",2022-09-21,1,0,0,0,0,0,0,0
"1697",2022-09-22,1,0,0,0,0,0,0,0
"1698",2022-09-23,1,0,0,0,0,0,0,0
"1699",2022-09-24,1,0,0,0,0,0,0,0
"1700",2022-09-25,1,0,0,0,0,0,0,0
"1701",2022-09-26,1,0,0,0,0,0,0,0
"1702",2022-09-27,0,1,0,0,0,0,0,0
"1703",2022-09-28,0,1,0,0,0,0,0,0
"1704",2022-09-29,0,1,0,0,0,0,0,0
"1705",2022-09-30,0,1,0,0,0,0,0,0
"1706",2022-10-01,0,1,0,0,0,0,0,0
"1707",2022-10-02,0,1,0,0,0,0,0,0
"1708",2022-10-03,0,1,0,0,0,0,0,0
"1709",2022-10-04,0,0,1,0,0,0,0,0
"1710",2022-10-05,0,0,1,0,0,0,0,0
"1711",2022-10-06,0,0,1,0,0,0,0,0
"1712",2022-10-07,0,0,1,0,0,0,0,0
"1713",2022-10-08,0,0,1,0,0,0,0,0
"1714",2022-10-09,0,0,1,0,0,0,0,0
"1715",2022-10-10,0,0,1,0,0,0,0,0
"1716",2022-10-11,0,0,0,1,0,0,0,0
"1717",2022-10-12,0,0,0,1,0,0,0,0
"1718",2022-10-13,0,0,0,1,0,0,0,0
"1719",2022-10-14,0,0,0,1,0,0,0,0
"1720",2022-10-15,0,0,0,1,0,0,0,0
"1721",2022-10-16,0,0,0,1,0,0,0,0
"1722",2022-10-17,0,0,0,1,0,0,0,0
"1723",2022-10-18,0,0,0,0,1,0,0,0
"1724",2022-10-19,0,0,0,0,1,0,0,0
"1725",2022-10-20,0,0,0,0,1,0,0,0
"1726",2022-10-21,0,0,0,0,1,0,0,0
"1727",2022-10-22,0,0,0,0,1,0,0,0
"1728",2022-10-23,0,0,0,0,1,0,0,0
"1729",2022-10-24,0,0,0,0,1,0,0,0
"1730",2022-10-25,0,0,0,0,0,1,0,0
"1731",2022-10-26,0,0,0,0,0,1,0,0
"1732",2022-10-27,0,0,0,0,0,1,0,0
"1733",2022-10-28,0,0,0,0,0,1,0,0
"1734",2022-10-29,0,0,0,0,0,1,0,0
"1735",2022-10-30,0,0,0,0,0,1,0,0
"1736",2022-10-31,0,0,0,0,0,1,0,0
"1737",2022-11-01,1,0,0,0,0,0,0,0
"1738",2022-11-02,1,0,0,0,0,0,0,0
"1739",2022-11-03,1,0,0,0,0,0,0,0
"1740",2022-11-04,1,0,0,0,0,0,0,0
"1741",2022-11-05,1,0,0,0,0,0,0,0
"1742",2022-11-06,1,0,0,0,0,0,0,0
"1743",2022-11-07,1,0,0,0,0,0,0,0
"1744",2022-11-08,0,1,0,0,0,0,0,0
"1745",2022-11-09,0,1,0,0,0,0,0,0
"1746",2022-11-10,0,1,0,0,0,0,0,0
"1747",2022-11-11,0,1,0,0,0,0,0,0
"1748",2022-11-12,0,1,0,0,0,0,0,0
"1749",2022-11-13,0,1,0,0,0,0,0,0
"1750",2022-11-14,0,1,0,0,0,0,0,0
"1751",2022-11-15,0,0,1,0,0,0,0,0
"1752",2022-11-16,0,0,1,0,0,0,0,0
"1753",2022-11-17,0,0,1,0,0,0,0,0
"1754",2022-11-18,0,0,1,0,0,0,0,0
"1755",2022-11-19,0,0,1,0,0,0,0,0
"1756",2022-11-20,0,0,1,0,0,0,0,0
"1757",2022-11-21,0,0,1,0,0,0,0,0
"1758",2022-11-22,0,0,0,1,0,0,0,0
"1759",2022-11-23,0,0,0,1,0,0,0,0
"1760",2022-11-24,0,0,0,1,0,0,0,0
"1761",2022-11-25,0,0,0,1,0,0,0,0
"1762",2022-11-26,0,0,0,1,0,0,0,0
"1763",2022-11-27,0,0,0,1,0,0,0,0
"1764",2022-11-28,0,0,0,1,0,0,0,0
"1765",2022-11-29,0,0,0,0,1,0,0,0
"1766",2022-11-30,0,0,0,0,1,0,0,0
"1767",2022-12-01,0,0,0,0,1,0,0,0
"1768",2022-12-02,0,0,0,0,1,0,0,0
"1769",2022-12-03,0,0,0,0,1,0,0,0
"1770",2022-12-04,0,0,0,0,1,0,0,0
"1771",2022-12-05,0,0,0,0,1,0,0,0
"1772",2022-12-06,0,0,0,0,0,1,0,0
"1773",2022-12-07,0,0,0,0,0,1,0,0
"1774",2022-12-08,0,0,0,0,0,1,0,0
"1775",2022-12-09,0,0,0,0,0,1,0,0
"1776",2022-12-10,0,0,0,0,0,1,0,0
"1777",2022-12-11,0,0,0,0,0,1,0,0
"1778",2022-12-12,0,0,0,0,0,1,0,0
"1779",2022-12-13,1,0,0,0,0,0,0,0
"1780",2022-12-14,1,0,0,0,0,0,0,0
"1781",2022-12-15,1,0,0,0,0,0,0,0
"1782",2022-12-16,1,0,0,0,0,0,0,0
"1783",2022-12-17,1,0,0,0,0,0,0,0
"1784",2022-12-18,1,0,0,0,0,0,0,0
"1785",2022-12-19,1,0,0,0,0,0,0,0
"1786",2022-12-20,0,1,0,0,0,0,0,0
"1787",2022-12-21,0,1,0,0,0,0,0,0
"1788",2022-12-22,0,1,0,0,0,0,0,0
"1789",2022-12-23,0,1,0,0,0,0,0,0
"1790",2022-12-24,0,1,0,0,0,0,0,0
"1791",2022-12-25,0,1,0,0,0,0,0,0
"1792",2022-12-26,0,1,0,0,0,0,0,0
"1793",2022-12-27,0,0,1,0,0,0,0,0
"1794",2022-12-28,0,0,1,0,0,0,0,0
"1795",2022-12-29,0,0,1,0,0,0,0,0
"1796",2022-12-30,0,0,1,0,0,0,0,0
"1797",2022-12-31,0,0,1,0,0,0,0,0
"1798",2023-01-01,0,0,1,0,0,0,0,0
"1799",2023-01-02,0,0,1,0,0,0,0,0
"1800",2023-01-03,0,0,0,1,0,0,0,0
"1801",2023-01-04,0,0,0,1,0,0,0,0
"1802",2023-01-05,0,0,0,1,0,0,0,0
"1803",2023-01-06,0,0,0,1,0,0,0,0
"1804",2023-01-07,0,0,0,1,0,0,0,0
"1805",2023-01-08,0,0,0,1,0,0,0,0
"1806",2023-01-09,0,0,0,1,0,0,0,0
"1807",2023-01-10,0,0,0,0,1,0,0,0
"1808",2023-01-11,0,0,0,0,1,0,0,0
"1809",2023-01-12,0,0,0,0,1,0,0,0
"1810",2023-01-13,0,0,0,0,1,0,0,0
"1811",2023-01-14,0,0,0,0,1,0,0,0
"1812",2023-01-15,0,0,0,0,1,0,0,0
"1813",2023-01-16,0,0,0,0,1,0,0,0
"1814",2023-01-17,0,0,0,0,0,1,0,0
"1815",2023-01-18,0,0,0,0,0,1,0,0
"1816",2023-01-19,0,0,0,0,0,1,0,0
"1817",2023-01-20,0,0,0,0,0,1,0,0
"1818",2023-01-21,0,0,0,0,0,1,0,0
"1819",2023-01-22,0,0,0,0,0,1,0,0
"1820",2023-01-23,0,0,0,0,0,1,0,0
"1821",2023-01-24,0,0,0,0,0,0,1,0
"1822",2023-01-25,0,0,0,0,0,0,1,0
"1823",2023-01-26,0,0,0,0,0,0,1,0
"1824",2023-01-27,0,0,0,0,0,0,1,0
"1825",2023-01-28,0,0,0,0,0,0,1,0
"1826",2023-01-29,0,0,0,0,0,0,1,0
"1827",2023-01-30,0,0,0,0,0,0,1,0
"1828",2023-01-31,1,0,0,0,0,0,0,0
"1829",2023-02-01,1,0,0,0,0,0,0,0
"1830",2023-02-02,1,0,0,0,0,0,0,0
"1831",2023-02-03,1,0,0,0,0,0,0,0
"1832",2023-02-04,1,0,0,0,0,0,0,0
"1833",2023-02-05,1,0,0,0,0,0,0,0
"1834",2023-02-06,1,0,0,0,0,0,0,0
"1835",2023-02-07,0,1,0,0,0,0,0,0
"1836",2023-02-08,0,1,0,0,0,0,0,0
"1837",2023-02-09,0,1,0,0,0,0,0,0
"1838",2023-02-10,0,1,0,0,0,0,0,0
"1839",2023-02-11,0,1,0,0,0,0,0,0
"1840",2023-02-12,0,1,0,0,0,0,0,0
"1841",2023-02-13,0,1,0,0,0,0,0,0
"1842",2023-02-14,0,0,1,0,0,0,0,0
"1843",2023-02-15,0,0,1,0,0,0,0,0
"1844",2023-02-16,0,0,1,0,0,0,0,0
"1845",2023-02-17,0,0,1,0,0,0,0,0
"1846",2023-02-18,0,0,1,0,0,0,0,0
"1847",2023-02-19,0,0,1,0,0,0,0,0
"1848",2023-02-20,0,0,1,0,0,0,0,0
"1849",2023-02-21,0,0,0,1,0,0,0,0
"1850",2023-02-22,0,0,0,1,0,0,0,0
"1851",2023-02-23,0,0,0,1,0,0,0,0
"1852",2023-02-24,0,0,0,1,0,0,0,0
"1853",2023-02-25,0,0,0,1,0,0,0,0
"1854",2023-02-26,0,0,0,1,0,0,0,0
"1855",2023-02-27,0,0,0,1,0,0,0,0
"1856",2023-02-28,0,0,0,0,1,0,0,0
"1857",2023-03-01,0,0,0,0,1,0,0,0
"1858",2023-03-02,0,0,0,0,1,0,0,0
"1859",2023-03-03,0,0,0,0,1,0,0,0
"1860",2023-03-04,0,0,0,0,1,0,0,0
"1861",2023-03-05,0,0,0,0,1,0,0,0
"1862",2023-03-06,0,0,0,0,1,0,0,0
"1863",2023-03-07,0,0,0,0,0,1,0,0
"1864",2023-03-08,0,0,0,0,0,1,0,0
"1865",2023-03-09,0,0,0,0,0,1,0,0
"1866",2023-03-10,0,0,0,0,0,1,0,0
"1867",2023-03-11,0,0,0,0,0,1,0,0
"1868",2023-03-12,0,0,0,0,0,1,0,0
"1869",2023-03-13,0,0,0,0,0,1,0,0
"1870",2023-03-14,0,0,0,0,0,0,1,0
"1871",2023-03-15,0,0,0,0,0,0,1,0
"1872",2023-03-16,0,0,0,0,0,0,1,0
"1873",2023-03-17,0,0,0,0,0,0,1,0
"1874",2023-03-18,0,0,0,0,0,0,1,0
"1875",2023-03-19,0,0,0,0,0,0,1,0
"1876",2023-03-20,0,0,0,0,0,0,1,0
